category_id,category,articles
3,arts,voice actor step away character criticize racial stereotype   convenience store owner erase cartoon
2,politics,successful raise small contribution online  figure one wealthy donor campaign want tap supporter bundle contribution friend business associate
1,world,database   city compile accuweather  percent saw average temperature high normal last year
0,opinion,trump clear rationale kill iran top general much foreign policy
5,sports,zone scheme draw share cynicism pro team use often find success
2,politics,m raskin work justice department reagan administration constant little know presence mr trump orbit  mueller inquiry
2,politics,president trump claim nancy pelosi intentionally undermined bernie sander presidential campaign delay impeachment trial mr sander denounce theory friday
0,opinion,bill weld try granite state carom shot
0,opinion,military widow know true cost conflict
2,politics,mr trump defense team include favorite television personality several personal lawyer
2,politics,president interrupt meeting campaign adviser scold health human service secretary administration ban flavor e cigarette
2,politics,text raise question information suggest united state ambassador ukraine surveillance
1,world,people  world respond fire crisis organization find try efficiently distribute ten million dollar
3,arts,new nature series debut  cable network apple tv  highlight immigrant story little america
5,sports,selective spin mixed martial art promotion bill big star past legal trouble  loss october 
5,sports,baseball sign steal scandal reflect blur line clever breaking rule distinction baseball unique code behavior long wrestle
5,sports,rarely  los angeles n b team good time great visit opponent struggle
5,sports,amanda anisimova career soar last summer father sudden death change everything  deep love sport connection family history
1,world,meet berlin sunday seek exit  middle  intractable proxy war
1,world,populist upend italian politics struggle defection plummet poll number compromise government come next  worse
2,politics,senator bernie sander elizabeth warren argue say private  meet dispute take center stage debate cory booker say goodbye
2,politics,federal trial former commander naval base put spotlight life isolate secretive outpost best know terrorist court prison
2,politics,conversation  year old woman politics  offer answer
5,sports,aggressive innovative strategy push club pinnacle baseball cheat scandal tarnish accomplishment leave sport reel
1,world, woman pose mercedes revere site usually bar vehicle become unwilling symbol wealth privilege president xi jinping promise rein
1,world,spokeswoman ukraine president say  confirm authority receive data recorder jet iran mistakenly shoot kill 
0,opinion,institution lose capacity mold character become platform performance instead
0,opinion,juan guaidó harness renew international support obtain electoral condition lead free fair election
0,opinion,orhan pamuk walk city photograph street night discover new light new reality
0,opinion,reader offer heartfelt tribute power write word pay homage orwell thoreau betty friedan julia child dr seuss name
2,politics, term maine senator cross party line vote president clinton impeachment  decide  break president trump
5,sports,conor mcgregor u f c big star stop donald cerrone quick explosive flurry strike
1,world,agreement represent  dramatic rupture  british royal family  king edward viii abdicate throne  marry american woman wallis simpson
3,arts,broadway work  tony award different audience know  design parliament funkadelic mothership
0,opinion, move point finger offer help hand
0,opinion,impartial justice protection trump cost
0,opinion,president trump reach deep perv barrel defense team
0,opinion,communist cruelty western folly build underpopulation bomb
0,opinion,retire pilot responds recent comment president daughter law lara trump way former vice president talk
1,world,demonstrator security force battle bad violence yet  month protest lebanon political elite
0,opinion,russian leader maneuver stay power indefinitely stop
0,opinion,participate service  airbnb expose
2,politics, page filing formally respond impeachment charge president trump lawyer reject case illegitimate describe effort remove dangerous
3,arts,widely consider fine player era say inspire  generation horn player   year
1,world,ancient muslim town yarkand cultural cradle uighur experience mass detention rare visit reveal people endured upheaval
2,politics, progressive candidate seem try play difference come view  week many supporter ready move
1,world,happen take step ensure happen company say
1,world,late influx guatemala test mexico resolve restrict movement undocumented migrant pressure unite state
1,world,spread  illness  city come ahead lunar new year hundred million travel
2,politics,joseph r biden jr adviser sander campaign exchange sharp accusation record  presidential candidate chase overlap slice blue collar voter
3,arts,night premiere space tourism comedy debut hbo    spinoff come fox mystery series arrive pbs
5,sports,reign champion naomi osaka novak djokovic play well lot potential drama
1,world,part syria woman step home rarely least war come relish newfound independence
1,world,volodymyr zelensky take oligarchs organize crime domestic test geopolitical consequence
4,business,fact figure flow freely annual gathering switzerland
4,business,member global shaper community network young people world economic forum talk hop accomplish year summit
4,business,many memorable face moment annual gathering world economic forum switzerland stand
4,business, apple take trump standoff iphone privacy
4,business,senate control cameras impeachment trial limit viewer see reporter confine roped area
1,world,canadian judge hear evidence  extradite meng wanzhou company chief financial officer unite state face fraud charge need know
0,opinion,maybe tell wrong story rivalry rafael nadal
1,world,president volodymyr zelensky attend ceremony  ukrainian kill airliner shot iran
1,world,government know week brazilian drug cartel plot prison break unable stop
1,world,couple wish carve progressive role lead loss perk privilege title
0,opinion,journalist worry new york hedge fund big stake paper impose draconian cut elsewhere
1,world,isabel do santos daughter angola former president build empire country mire corruption western consultant adviser
2,politics,state department analyst find russian link twitter account seek sow confusion south american nation oppose moscow back government venezuela
3,arts,prototype annual exploration new opera encompass cion haunt south african mixture choreography voice
1,world,top u n official warn rebel assault government force  set back peace effort
1,world,mr shin transform small business postwar tokyo corporate giant span south korea japan
5,sports,organizer year first grand slam tournament say suspend play outdoors pollution level become hazardous
2,politics,senate impeachment trial president trump near republican senator colorado go ground try keep moderate independent corner face tough election race
1,world,berlin meeting russia turkey country pledge end interference north african nation make way peace effort
0,opinion,podcast introduction time editorial board
5,sports,plan foil early header late mohamed salah winner expose grow chasm quality separate  bitter rival
1,world,shop restaurant label either yellow note support city protest movement blue support police move big economic impact
4,business,lesson last recession harsh clear public college need plenty money economic decline
2,politics,bernie sander elizabeth warren pete buttigieg try woo old black voter policy policy  struggle win support
1,world,mr guaidó cross colombia risky move  land jail seek much need leverage president nicolás maduro
2,politics,twenty  year ago president bill clinton bring charge high crime misdemeanor big difference president trump face
2,politics,first campaign stop martin luther king holiday south carolina joe biden denounce president strong language yet
2,politics,even senate prepares substantive start proceeding president trump big unanswered question
0,opinion,come know complex king  react realistically white backlash
5,sports,baylor mr starr correctly surmise university sexual assault crisis stretch far  football team cost job
2,politics,representative adam schiff house intelligence committee chairman say agency withhold document panel include  useful impeachment trial
2,politics,senator chuck schumer democratic leader accuse majority leader senator mitch mcconnell keep chamber dark propose rule plan conduct rush trial
0,opinion, radical realist model warrant serious consideration
2,politics,decision endorse  candidate significant break convention board say reflect democratic party radical realist model
5,sports,chief come back beat titan  crush packer matchup set super bowl liv
3,arts,sundance favorite come hulu new documentary pb
5,sports, star paul george  leonard play  game together
4,business, fourth documentary sundance film festival competition american nonfiction film come upstart company concordia studio
4,business,desire offend potential customer divide nation well wariness president trump twitter account mean few topical ad
1,world,war afghanistan take much poet zaheer  zindani mother determine ensure take chance marry
1,world,woman child retrieve detention camp syria spur debate home charge part terrorist organization
1,world,robert brasillach french poet author condemn special court justice treason intelligence enemy world war ii
0,opinion,new exhibit mark  anniversary national disaster nation ignore
4,business,business pressure act solution emerge fast enough participant fear
0,opinion, know ever house favorite television show entirety
0,opinion,whole point modern surveillance treat people differently facial recognition technology small part
0,opinion, percent adult citizen  liberal conservative   major issue
0,opinion,arab middle east far weaken divided support trump administration strategy contain islamic republic ambition
4,business,micron secure gain china deal  end suffer big loss broad u china battle
0,opinion,fight spirit life today social movement
0,opinion,persistent housing segregation lie root many society problem trump want make bad
1,world,top chinese government appoint expert say mysterious respiratory illness kill least  people transmit human heighten concern outbreak
4,business,study blast boeing  accident never make public criticism temper investigator company u safety official object
1,world,severe heat dry sky give way strong thunderstorm country southeast giant hailstone destroy car
5,sports,last appearance  defeat minnesota viking come long drought note lonely stadium flag
5,sports,play stadium abound warm memory san francisco seek join new england pittsburgh franchise win  super bowl title
4,business,director general decision come  question gender pay gap political bias
1,world,propose empower toothless advisory body president vladimir v putin set new speculation long term plan
5,sports,almost quickly mcgregor drop donald cerrone u f c  opponent line next face irish superstar
5,sports,sudden fame high expectation slow gauff defeat venus williams first round grand slam  month little know qualifier
1,world,chinese executive want u  pass day  mansion friend say trap gilded cage
0,opinion,even ground impeachment
2,politics,lead democratic presidential hopeful take part speech march rally state capital head iowa forum focus minority community
1,world, likely welcome many chinese worry pollution measure  hard sell society use convenience
0,opinion,senator sander visit editorial board subsequent deliberation today choice podcast
2,politics,monday president lawyer assert nothing wrong urged senate swiftly reject charge
1,world,incense public response reflect increase activism  animal right relatively new movement china
0,opinion, doctor offer view
5,sports,golf restore game part forge association star  wood month leave qualify  look
1,world,take  hour drive capital  country  minute fly deal flight see step  détente neighbor
3,arts,new york buzz jazz event put spotlight innovative vocalist power local scene old artist discover new path forward
3,arts,rapper sudden death  producer best get way recording represent brace leave turn still evolve artist
1,world,philippe martinez use strike revive moribund movement rise visible counterpoint president emmanuel macron
0,opinion,outsider china  seem  surveillance state tech fuel growth help stave recession
2,politics,james mitchell first witness describe torture detainees secret prison hand trial men accuse plot sept  attack
2,politics,candidate  get bite testy organizer  democratic presidential campaign amicably share farmhouse reflect iowa culture grass root politics
4,business,c e come  president spite populist view governance twitter style tax cut record stock market speak volume
3,arts,famous sang song revere apparently suffer heart attack mid song stop say sorry
5,sports,point criticism javier tebas come day  spanish team play tournament kingdom accuse allow piracy   broadcast right
0,opinion,reader react time unusual decision endorse  candidate
1,world,speculation grow prince harry meghan make home canada concern pay cost
2,politics,president legal case  negate need witness constitutional scholar say wrong
0,opinion,lie rival bad even  past position
1,world,trove leak document show isabel do santos daughter angola  president exploit country wealth enrich
3,arts,actor keep bringing home weird energy play serial killer dad well say
2,politics,senate republican leader propose impeachment trial rule push  precedent  president trump preference
5,sports,people ethical treatment animal call california racing official suspend race track
3,arts,silly superheroes legend back fifth season british crime series vera return britbox
5,sports,international champion cup  europe top club north america lucrative team organizer threat end event  team agree make competition serious
0,opinion,control state silence dissent claim protect free speech
4,business,poor air quality make equipment harder operate worker take leave fight fire irony lose many australia
2,politics,opinion piece zephyr teachout accuse joe biden big corruption problem
5,sports, player year hall fame  part crucial  playoff game divergent career  strong shot induction year
1,world,new virus kill least  infected  people china confirmed case united state taiwan thailand japan south korea
3,arts,jimmy kimmel note  trump lawyer represent j simpson jeffrey epstein definitely type
4,business,president trump make first appearance international stage  house send impeachment article senate day trial set begin earnest
3,arts,comedian star shrill share watch read listen last week
2,politics,trial start earnest contentious debate rule oral argument commence later week
0,opinion,upstanders avoid genocide make sure help 
0,opinion,widespread sentiment dissatisfaction lack fairness driving protest  region
0,opinion,black people expend daily energy counteract racial stereotype get fair treatment
2,politics,joe biden forceful remark make event iowa focus voter color reflect intensify competition senator bernie sander state
0,opinion,astros cheat scandal call question fundamental value game
2,politics,senator  give cellphone speech sit silently desks duration impeachment trial
0,opinion, thing stick drake
0,opinion,easy win give personal information chicken
1,world,also appear walk back promise send jet data recorder abroad analysis ask united state france send necessary equipment iran instead
4,business,many elite gather world economic forum horrify election seem come  u president
1,world,meng hongwei high rank chinese police official sentence  half year wife say victim political vendetta
1,world,  acre go flames happen populate area  world blaze scale
4,business,ford motor transform long vacant michigan central station part city overall resurgence
4,business,recent commercial real estate transaction new york
2,politics,mrs clinton sharp criticism former rival upcoming documentary series ricochet  democratic party tuesday threaten reopen barely heal wound 
1,world,proposal include tough jail sentence terrorism convict resource counterterrorism police
1,world,mr greenwald accuse part criminal investigation hack cellphone prosecutor public official
1,world,british australian woman kylie moore gilbert detain september  attend conference series letter describe hellishness confinement
4,business,local official apologize crackdown common comfortable practice raise rare outcry privacy country accustom surveillance
1,world,harry dunn british teenager kill american driving wrong side road  military base  subsequent case prompt police provide free lesson
4,business,détente emerge president  trump agree grant time talk global solution tax amazon facebook digital giant
5,sports,striker enter league high pay player raise stake nascent los angeles rivalry l f c
2,politics,senator work early wednesday morning consider proposal proceeding senator mitch mcconnell key highlight
1,world,set stage lead russia year come plan step confusion  part president vladimir putin strategy
1,world,spread virus china bad news kim jong un north korea depend chinese tourist cash
2,politics,appear first time military war court james mitchell defiant say benefit victim   attack family
3,arts, babel style maker call urban dance arrive new york west coast  month run
0,opinion,yet  cozy gathering alps fix
4,business,company tell airline expect regulator approve plane fly june july late string setback
0,opinion,reader share experience happy surprise also anti zionism high school college debt
0,opinion,senate republican push political hit job even vulnerable foreign government refuse provide
0,opinion,california businessman visit editorial board board subsequent deliberation today choice podcast
0,opinion,reader worry fair impartial decry limit evidence medium access
2,politics,david sirota job remind candidate supporter dislike news medium
5,sports,osaka reign australian open champion   go tournament lose united state open last year
3,arts,new stag austria look unusual viewed side side vienna state opera classic production
4,business,insist study confidential dutch safety board reverse course follow investigation time dutch legislator fear strong arm boeing call hearing
0,opinion,late well comprehensive
4,business,stream giant  crown irishman   subscriber  world
3,arts,museum curator mindful millennials seek vision clean sustainable future philadelphia designer offer idea provoke
4,business,introduce sell grocery  general merchandise supercenters position walmart compete amazon today royal world series
2,politics,republican make last minute change propose rule placate moderate hold together turn back democratic effort subpoena document
4,business,police raid office late diesel investigation major carmaker add trouble renault nissan mitsubishi alliance
1,world,virus sicken ten thousand people china number country
2,politics,memo trump team russia investigation attorney general write president misuse authority subject impeachment
1,world,decade close bloody civil war   remain miss new president acknowledge many fact dead
2,politics,regret role burglary daniel ellsberg psychiatrist office say think set stage watergate
0,opinion,member say impressed disappointed surprise
5,sports,pelican rookie forward say want punch wall kick chair sometimes extend rehab preseason knee injury
1,world,year dam burst kill least  people prosecutor accuse company executive cover safety concern
0,opinion,senate trial else profile persecution
0,opinion,winnable approach democrat impeachment trial
5,sports,jeter come single vote short become second person name  percent ballot walker elect final year eligibility
2,politics,president say davos switzerland plan add country executive order bar people predominantly muslim country
2,politics,oral argument come wednesday side long run fight voucher religious school prepare watershed moment public education
0,opinion,algorithms send ad american brand  russian disinformation site
0,opinion,thanks lot mitch mcconnell
3,arts,deborah dugan place leave say record academy lawyer sexually harass complained financial voting irregularity
4,business,new rule require online service overhaul treat personal detail child country
2,politics,bernie sander elizabeth warren amy klobuchar michael bennet jury duty senate impeachment trial also run president
0,opinion,democrat last standard bearer say commit anyone win nomination disrupt party unity
4,business,government control production emotion tuesday session miss say chris wallace fox news
1,world,new minister immediately face fall currency stagnant economy angry street protest
5,sports,talented driven sure jeter define unyielding ability play game carry term
0,opinion,face continual threat  reveal leak text show illegal activity judge help clear path jair bolsonaro election
0,opinion,democrat republicans clash senate impeachment trial procedure
4,business,number individual seek compensation utility double  month
3,arts,televise trial begin smartphone seizure virtual video witness medium blitz
2,politics, side argue hour rule trial slow break long presentation fail vote subpoena witness document
2,politics,day seem brokered truce joe biden release video criticize bernie negative attack bernie sander respond  blasting rival record social security
2,politics,detailed look excerpt article impeachment party diverge fact center president trump trial
3,arts,awkwafina nora queen debut comedy central alejandro g iñárritu revenant air fxm
1,world,sudden restriction announce official death toll nearly double  upend travel plan million chinese citizen travel huge number lunar new year holiday
3,arts,bill clinton sex  person kimmel say tuesday night donald trump screw whole country
2,politics,absent defendant tire chief justice senate begin formal argument house manager open case president commit high crime misdemeanor
4,business,manufacturer farmer struggle last year tariff sign damage spread sector economy
1,world,editor philip jacobson work environmental website mongabay detain last month attend public meeting borneo island travel business visa
0,opinion,serious constitutional scholar accept defense president senate impeachment trial
0,opinion,look back  decade thing get well much bad
0,opinion,voter less tolerant less empathetic less interested integrity many political analyst think
0,opinion,attack fair housing act reckless wrong
0,opinion,bourgeois suppose ensure open democratic society fact rarely
1,world,brazen shabab assault manda bay kenya sleepy seaside base  somali border jan  leave  american dead raise complex question military mission africa
1,world,hard right leader  poise   traditionally hostile region win opponent fear win anywhere
0,opinion,want daughter agency body worry
1,world,influx luxury store drive local business marais historic jewish l g b center paris  casualty minimart run  year  moroccan brother
2,politics, top rival pin senate impeachment trial mr buttigieg seize opportunity camp state largely radar
4,business,school district replace diesel bus electric model benefit student environment change expensive utility  dominion energy help  cost
1,world,leader speak jerusalem rise anti semitism commemorate liberation auschwitz
1,world,scroll facebook page craig kelly conservative politician see country take strong action global warming
1,world,first country active duty south korean soldier face military panel decide  fit serve gender reassignment operation
4,business,new report say amazon chief device attack use malware send whatsapp account tie prince mohammed bin salman saudi arabia   ruler
5,sports, best win streak induct naismith basketball hall fame
1,world,white house hop president trip world economic forum  shift attention away impeachment impromptu news conference often turn drama washington
3,arts,addition charter member celebrate british sketch troupe director screenwriter authority chaucer
2,politics,rule adopt senate early wednesday lay timeline trial   week stretch much longer
1,world,muhammad haryz nadzim become young current mensa member score  q test  consider genius  genius
0,opinion,democrat hope
2,politics,house impeachment manager begin lay case adam schiff challenge senate demand president provide information block
3,arts,italian conductor jader bignamini  succeed leonard slatkin  season
3,arts,anthony tommasini recall organize student production  thomson gertrude stein mother  early 
3,arts,joseph gordon company young principal dance  whole life ahead play prince siegfried swan lake
1,world, year regional government newly appoint minister scramble save range institution brink collapse
2,politics,mr sander mostly avoid go offensive  stand poll rise saw open criticize mr biden iraq war social security take
1,world,u n expert lend weight allegation saudi arabia crown prince hack cellphone jeff bezos owner washington post influence silence reporting
4,business,day boeing say expect regulator approve  max fly summer mr trump bring company least  separate occasion
5,sports,fracas spill court fan seat  appear hurt
3,arts,judge allow prosecutor admit evidence account  accuser say mr gooding grope bar new york california claim date back  
4,business,france finance minister make announcement day  country appear strike temporary truce trans atlantic spat
1,world,image show lion hold cage khartoum bone protrude skin
0,opinion,new york entrepreneur endorsement interview board say leave room
2,politics,president signal willingness scale back medicare shift  platform protect entitlement program
1,world,picture former meghan markle carry son archie publish british publication
2,politics,communication president trump order hold military assistance ukraine release freedom information act lawsuit
3,arts, year old singer songwriter genre fluid country soul music nominate  grammy award
3,arts,dozen category include many musician worth discover listen critic pick
0,opinion,senator duty conduct fair full trial republican leader try make sure
1,world,parliament finalize withdrawal bill none histrionics last  year set stage country formal departure european union  week
3,arts,united state britain commemorate  year  pilgrim ship make cross event politically charge  side atlantic
5,sports,week newsletter marc stein explores stake new orleans pelican zion williamson make much anticipate debut
2,politics,time correspondent reporter provide live analysis democratic house manager present case impeachment president donald j trump senate
3,arts,soul grow diaspora movement northern reach frederick weston blue bedroom blue nicholas krushenick collage eric brown longhand painting
1,world,fresh face new political force exit  signal yet  government crisis
1,world,gathering  world economic forum give president adviser daughter chance meet world power broker come acknowledge influence white house
1,world,spokeswoman french company answer question edit practice
5,sports,rojas spend decade organization mets quality control coach last season replace carlos beltran implicate astros cheating scandal
3,arts,survive member monty python pay tribute  founder terry jones death tuesday
3,arts,piece speaks dani levinas listens many work touch root latin america
4,business,chief executive  get stock award worth hundred million carmaker market capitalization sustain month ahead
0,opinion,young contestant talent show demonstrate china fast emerge america chief rival
3,arts,israel museum exhibition explores complicate relationship hieroglyph antiquity emoji lingua franca digital age
0,opinion,national organization woman say ratification law basic human right also big tech campus divide hydropower potential
5,sports,minnesota lynx star say plan retire yet case jonathan iron man believe wrongfully convict consume
3,arts, decade mark volpe chief executive triple orchestra endowment plan step
2,politics,house impeachment manager begin present oral argument president trump senate trial argue conduct warrant removal
0,opinion, really grapple meth disaster
3,arts,send  photographer capture new york soundscape image saw heard
0,opinion,discover building digital surveillance state much   china
2,politics,representative kevin mccarthy house minority leader make mark impeachment stoke anger liberal keep president happy
0,opinion,protester virginia enact embrace exclusionary vision american history
1,world,deputy commander american lead operation iraq say pentagon put service member medical examination see traumatic brain injury
0,opinion,reader say remark nobody like bernie sander meanspirited divisive
0,opinion,reader express dismay trump lawyer argument refusal call witness long hour
2,politics,moderate republican congressman illinois forge compromise  article impeachment pass house judiciary committee 
5,sports,giant  time super bowl win quarterback remember leadership championship
4,business,extreme scenario central bank  lift growth   percent hefty cost
4,business,bill abbott departure announce week network apologize pull commercial show bride kiss
1,world,extraordinary meeting time monday  anniversary liberation auschwitz hear warning present day rise anti jewish violence
0,opinion,republican seem think president misbehavior  ever bad enough warrant removal
5,sports,police investigate
2,politics,sander warren spat look blow instead fuel electability debate
2,politics,several democratic candidate top contender feb  caucus impeachment trial joe biden pete buttigieg court hundred voter day
4,business,little  percent consumer affect equifax breach make settlement claim dec 
1,world,privately american official acknowledge administration gotten nowhere negotiation sign north give nuclear weapon
3,arts, year old artist  real name jarad higgins go convulsion drug raid midway airport chicago
2,politics,architect c interrogation program testify persuade superior let stop torture captive stand cell watch
3,arts,apology staff philadelphia museum art executive involve manager subject employee complaint
5,sports,jeter fell  anonymous vote short unanimously elect hall fame say  focus one name
0,opinion,trump administration continue pretend  tax cut success cost keep rise
0,opinion,house impeachment manager lay case great detail
2,politics,first person presidential appearance annual event  year history president trump late gesture support cause dear evangelical base
0,opinion, founder think guy
2,politics,house impeachment manager emphasize fact president trump defense team call process unfair
4,business,even california utility say accord bondholder gov gavin newsom declare plan meet public interest
1,world,seal city   people china try halt coronavirus  use tactic complicated history ethical concern
2,politics,adam schiff team present evidence witness testimony gather impeachment inquiry
1,world,least  people die  sicken mysterious illness health official say travel restriction impose wuhan extend least  city
1,world,disaster end brief lull country summer deadly wildfire
3,arts,patrick stewart return star trek new stream show grey anatomy spinoff begin third season abc
0,opinion, time civilian politician bend law accommodate general damage long term prospect democracy
1,world,chinese city   embodies country surge grind poverty industrial powerhouse
5,sports,story speedy wolves forward hit stride illustrate soccer handle rather tend mishandle player unique skill set
3,arts,know sleep long time artist time sketch portrait trevor noah say wednesday napping senator
3,arts,seventh live action star trek series offer fan service franchise nostalgists patrick stewart thing change
5,sports,gauff find play naomi osaka third round major still  gauff draw praise adapt stardom quickly
4,business, central bank e c  meet thursday scramble prepare report warns  come economic upheaval
1,world,china release detail first  people die outbreak well know sars expert raise alarm virus spread say felt powerless
1,world,world leader converge jerusalem mark  anniversary liberation auschwitz
1,world,pressure president trump mexico beef security border guatemala first migrant caravan  try pas
0,opinion,socialist vermont threat american democracy president
0,opinion,concern pipeline dismiss regulator rural black enclave go court
0,opinion,nontraditional nigerian church safe space young christian l g b q
0,opinion,victorian doctor create vibratode great great grandmother saw real potential
5,sports,man career officially end debate hall fame résumé begin
0,opinion,receive political benefit transform otherwise legal action  request investigation abuse power
4,business,founder dollar shave club warby parker  dollar company exploit giant rival weakness really listen customer
0,opinion,wuhan outbreak show chinese government learn enough sars epidemic
0,opinion,katie kingsbury time editorial board argue endorsement elizabeth warren amy klobuchar
0,opinion,microsoft blackrock make positive move still lot money make green tech
0,opinion,judge able remand suspect determine dangerous
4,business,trade truce  ease tension world  large economy european latin american official worry come cost
3,arts,benin bronze africa great treasure loot  chance encounter  men make mission return
1,world,injunction issue international court justice hague accusation genocide bring southeast asian country
4,business,global push tax digital service silicon valley giant raise specter new tariff war add urgency international talk
4,business,student cambridge mass ramallah create app track road quality turn road  cambridge worse
1,world,coastal town lash  foot wave villages farther inland bury mountain snow
2,politics, house impeachment manager continue deliver open argument build case president
1,world,late image country confronts major public health crisis
4,business,china close city affect grow viral outbreak business leader world economic forum fear replay sars epidemic
4,business,state voter approve    transportation spending last year federal government need fix nation rag roadway highway engineering expert say
5,sports,blitz  point  minute thrill new orleans pelican fan
1,world,market tumble investor worry chinese shopper stay home lunar new year holiday  economist say possible impact yet clear
3,arts,work kehinde wiley amy sherald make way  city june    include stop brooklyn museum
5,sports,upset tennys sandgren tommy paul help put  u player third round
0,opinion,forthright talk endorsement
2,politics,president trump swipe democrat ahead senate long afternoon even hear argument remove office
3,arts,patrick stewart return energetic stand alone series next generation hero jean luc picard much admiral quiet life chateau
1,world,time reader government document provide new information family decade convinced journalist indian official royalty
1,world, pet disappear care license sitter central england owner go look answer
3,arts,great japanese animator satoshi kon die young  work continue dazzle internet
1,world,isabel do santos daughter angola former president set charge crime say committed ran state oil company sonangol
3,arts,use video projection artist krzysztof wodiczko reclaims public space marginalize viewpoint
1,world,vow follow new york time investigation show  world large subsidy program enrich far right leader bankroll oligarchs underwrites mafia tactic
1,world,trio member secretive group  russia military intelligence agency accuse try kill arm dealer son  top executive 
1,world,year declare president opposition leader cut embattle figure world economic forum
4,business,stock trader accuse siphon   state coffer scheme  call devil machine germany first country try get money back
4,business,head sunrun lynn jurich rest photovoltaic cell module common fireplace
2,politics,trump administration grant visa officer power block pregnant woman visit united state applicant believe travel give birth
1,world,afghan leader say tell president trump united state  withdraw third troop even peace deal taliban remain elusive
2,politics,review democratic presidential candidate report asset call question claim longer investment oil gas coal
0,opinion,senator  interview editorial board subsequent deliberation today choice podcast
4,business, year mostly team robert macneil offer alternative network even news program depth report interview news analysis
4,business,davos business leader newly vocal danger  give detail  reform practice
3,arts, nomination sunday night performance slot devotion fiercely loyal fan  lizzo momentum let discuss
3,arts,new story reveal character amazon prime tv superhero series return year
3,arts,jumble memorabilia storyboards prop exhibit illustrate whirl influence  stanley kubrick groundbreaking  film
1,world,invitation  provide welcome distraction president  face impeachment trial prime minister benjamin  face corruption charge
0,opinion,former executive editor time prefers shout entree also cut food stamp master organizer
3,arts,arte del mar exhibition metropolitan museum show west indie meet point culture long european arrival
0,opinion,reader say young people often welcome profound discussion start early life
2,politics,run president mr biden repeatedly face question overseas business dealing son hunter biden mostly keep cool always
3,arts,accusation harassment favoritism bullying overshadow sunday show pit record academy suspend chief executive
4,business,john stumpf  former executive fin thursday well fargo chief federal regulator say  seek penalty  others
5,sports,geno auriemma uconn coach say see  year resumption tennessee rivalry big deal tennessee coach  harper see past let game begin
2,politics,m williamson  help author drop democratic presidential race month say endorse mr yang  se want help get early primary
2,politics,house speaker closely manage president trump impeachment begin let senate trial
3,arts,new york city ballet return lincoln center transcendent dance exceptional dancer megan fairchild teresa reichlen lead way
0,opinion,anti capitalist capitalist event radical sentiment erupt unexpected place
0,opinion, step closer genetic panopticon antonin scalia warn 
3,arts,venerable fair  change name forsaken passion quality
3,arts,abortion normal kind exhibition energize supporter upsets opponent excite good art show
2,politics,house impeachment manager continue make case president trump abuse power office highlight
0,opinion,reader praise eloquence  even muse mr schiff president
1,world,dignitary  globe gather remember anniversary liberation auschwitz
1,world,new travel restriction include  city death toll climb  epicenter anxiety prevail mistrustful resident crowd hospital
0,opinion,contempt rule law
0,opinion,lawyer explain believe crime require impeachment
3,arts,guide cultural event new york city child teenager happen weekend week ahead
3,arts,guide stand improv variety show happen weekend week ahead
3,arts,guide dance performance happen weekend week ahead
3,arts,guide city best classical music opera happen weekend week ahead
3,arts,guide new art show closing soon
3,arts,guide pop rock show best live jazz happen weekend week ahead
3,arts,rod serling create twilight zone die  wife publish academic screen venture help keep spirit alive
2,politics,immersive diagram storied chamber president  trial take place include see photo
2,politics,voter seattle area able cast mobile ballot obscure election
2,politics,president adviser urge pay attention low poll democratic presidential candidate michael bloomberg pour cash attack ad become hard ignore
3,arts,return fourth album singer face accusation sexual coercion band know baring hold back
3,arts,monkey meltdown trip farm  something everyone tv weekend
0,opinion,legal expert examine strong weak point case
2,politics,attend iowa caucus de moines cedar rapid tbilisi
2,politics,revelation late underscore flaws f b surveillance carter page
2,politics,day president trump suggest open cut entitlement program second term insist  protect social security
1,world,outbreak dangerous respiratory virus china put strain hospital staff medical resource
5,sports,tennis fan obsess chase career grand slam title rafa much
4,business,jim rich preside pulitzer take freewheel sport site post almost nothing  staff quit last fall
0,opinion,still win
2,politics,lawmaker require sit trial silence  phone grow increasingly comfortable test rule trial wear
0,opinion,clear step government need take
2,politics,move  unlikely happen senate impeachment trial  enhance chance become vice president  also anger liberal california
0,opinion,governor cuomo build depart subway chief impressive progress
0,opinion,house manager walk senate jury constitutional historical basis president impeachment
2,politics,house impeachment manager seek undercut central element president trump defense wad detailed defense former vice president joseph r biden jr
4,business,amazon founder investigation find evidence back suggestion link saudi arabia tabloid gleefully expose affair
2,politics,bar far present witness house manager prosecute president focus turning word
2,politics,house manager continue open argument  trial  affect iowa caucus
5,sports,third round loss australian open mark uncharacteristic falter serena williams best player era end close
1,world,shanghai disneyland shut hospital plead help france report  case young victim far identify
3,arts,second season shrill debut hulu new netflix series follow married monster hunter
5,sports,hop build buzz last year n h l star skill competition add u  canada   game
5,sports,man  season n f l career begin orchestrate draft day trade giant end choose retire rather play elsewhere
5,sports,win roger federer rafael nadal novak djokovic know lose cool pull together
3,arts,colbert say book  fun thing senate pay attention impeachment  help distract lawmaker long session
1,world,chinese citizen overcome lack reporting crisis state run medium share videos information coronavirus outbreak
1,world, decide finally learn swim properly
1,world,national march presence united state force organize populist shiite cleric arm group tie iran drew crowd estimate    
5,sports,cowboy prepare competition glare new york city spotlight
0,opinion,portrait holocaust survivor shoot martin schoeller  anniversary liberation  death camp german occupy poland
2,politics,iowa caucus  corner get ready primary season take look cheat sheet race
