date,url,headline,doc_type,material_type,section,keywords
2020-01-17,https://www.nytimes.com/2020/01/17/fashion/weddings/T-Kira-Madden-Hannah-Beresford-wedding-Vows.html,Their Story Wrote Itself,article,News,,"['Books and Literature', 'Marriages', 'Homosexuality and Bisexuality']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/dealbook/airbnb-stakeholders-corporate-governance.html,Airbnb Imagines a ‘Stakeholder’ World,article,News,,[]
2020-01-17,https://www.nytimes.com/2020/01/17/business/health-care-investments.html,Health Care Costs Are Rising. Fund Returns Are Less Reliable.,article,News,,"['Health Insurance and Managed Care', 'Stocks and Bonds', 'Drugs (Pharmaceuticals)', 'Mutual Funds', 'Asset Allocation (Personal Finances)', 'Recession and Depression', 'Exchange Traded Funds', ""Standard & Poor's 500-Stock Index"", 'Biotechnology and Bioengineering', 'Medicare', 'Clinical Trials', 'Patient Protection and Affordable Care Act (2010)', 'Genetic Engineering']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/stock-market-index-equal-weight.html,"Now, Try Slicing the Stock Market Into Equal Pieces",article,News,,"['Asset Allocation (Personal Finances)', ""Standard & Poor's 500-Stock Index"", 'Exchange Traded Funds', 'Research', 'Computers and the Internet', 'Stocks and Bonds', 'Financial Planners']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/asia/china-metoo-huang-xueqin.html,China Releases #MeToo Activist Who Covered Hong Kong Protests,article,News,,"['Political Prisoners', '#MeToo Movement', 'Sexual Harassment', 'Freedom of the Press']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/stock-market.html,It’s a Topsy-Turvy World. Can We Make Some Money From That?,article,News,,"['United States Economy', 'Height (Stature)', 'Recession and Depression', 'Taxation', 'International Trade and World Market', 'Stocks and Bonds', 'Global Warming', 'Inflation (Economics)', 'Economics (Theory and Philosophy)', 'Impeachment']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/stock-market-record.html,Stocks Soar as Traders’ Mood Brightens,article,News,,"['Stocks and Bonds', 'United States Economy', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/your-money/philanthropy-family-foundations.html,A New Generation Seeks to Give It All Away Now,article,News,,"['Philanthropy', 'Personal Finances', 'High Net Worth Individuals']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/europe/ukraine-prime-minister-resigns.html,"A Leak, a Resignation and Another Chance: Ukraine Infighting Grows",article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Corruption (Institutional)', 'Impeachment']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/small-value-stocks.html,"Small, Often Overlooked Stocks May Yet Have Their Day",article,News,,"['Stocks and Bonds', 'Exchange Traded Funds', 'Mutual Funds', 'Company Reports']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/barbara-boxer-lobbying-firm.html,Why Barbara Boxer Joined a Lobbying Firm,article,briefing,,"['Lobbying and Lobbyists', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/asia/india-kashmir-camps.html,Indian General Talks of ‘Deradicalization Camps’ for Kashmiris,article,News,,"['Politics and Government', 'Defense and Military Forces', 'Muslims and Islam', 'Human Rights and Human Rights Violations', 'Political Prisoners']"
2020-01-17,https://www.nytimes.com/2020/01/17/technology/fbi-iphones.html,Does the F.B.I. Need Apple to Hack Into iPhones?,article,News,,"['Computer Security', 'Computers and the Internet', 'Naval Air Station Pensacola Shooting (2019)', 'Privacy', 'iPhone', 'Software']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/car-insurance-costs.html,You Really Can Lower Your Car Insurance Cost,article,News,,"['Automobile Insurance and Liability', 'Traffic Accidents and Safety']"
2020-01-17,https://www.nytimes.com/2020/01/17/realestate/five-stories-tall-and-made-of-wood.html,Five Stories Tall and Made of Wood,article,News,,"['Real Estate and Housing (Residential)', 'Wood and Wood Products']"
2020-01-17,https://www.nytimes.com/2020/01/17/sports/football/nfl-playoffs-conference-picks.html,N.F.L. Playoff Predictions: Our Picks for the Conference Championships,article,News,,"['Football', 'Playoff Games']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/mutual-funds.html,There Is a Fund for Everything. But Why?,article,News,,"['Exchange Traded Funds', 'Stocks and Bonds', 'International Trade and World Market', 'Cattle', 'Eating Disorders', 'Livestock', 'Mutual Funds', 'Obesity', 'Drugs (Pharmaceuticals)', ""Standard & Poor's 500-Stock Index"", 'Health Insurance and Managed Care', 'Foreign Investments', 'Marijuana']"
2020-01-17,https://www.nytimes.com/2020/01/17/fashion/paris-virgil-abloh-thom-browne-rick-owens.html,"Weirdness, Emotion, Provocation Mark Paris Men’s Wear",article,News,,"['Fashion and Apparel', ""Men's Fashion Week"", 'your-feed-fashion']"
2020-01-17,https://www.nytimes.com/2020/01/17/nyregion/sea-wall-nyc.html,The $119 Billion Sea Wall That Could Defend New York … or Not,article,News,,"['Levees and Dams', 'Floods', 'Coastal Areas', 'Area Planning and Renewal', 'Global Warming', 'Oceans and Seas', 'Hurricane Sandy (2012)']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/books-debt-personal-finance.html,Are You Overlooking Something That Could Make You Richer?,article,News,,"['Books and Literature', 'Personal Finances']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/latest-democratic-polls.html,"Joe Biden’s Poll Numbers Are Steady, but Are They Immovable?",article,News,,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Polls and Public Opinion']"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/music/juilliard-focus-festival.html,Juilliard Celebrates 32 Female Composers of the 20th Century,article,News,,"['Classical Music', 'Women and Girls']"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/television/gillian-anderson.html,Gillian Anderson Listens to Fleetwood Mac and Loves Toni Morrison,article,News,,"['Television', 'ACTORS AND ACTRESSES']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/profit-from-international-stocks.html,You Don’t Need to Travel to Profit From International Stocks,article,News,,"['Stocks and Bonds', 'Mutual Funds', 'Drugs (Pharmaceuticals)', 'British Pound (Currency)', 'Automobiles', 'Factories and Manufacturing', ""Standard & Poor's 500-Stock Index""]"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/dance/frida-dutch-national-ballet.html,"Frida Kahlo Could Barely Walk. In This Ballet, She Dances.",article,News,,['Dancing']
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/trump-impeachment-lawyers-starr-dershowitz.html,Trump Legal Team Adds Starr and Dershowitz for Senate Trial,article,News,,"['Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/tom-steyer-term-limits.html,Another Thing Tom Steyer Is Wrong About,article,Op-Ed,,"['Law and Legislation', 'Elections, House of Representatives', 'Corruption (Institutional)', 'Term Limits (Political Office)', 'United States Politics and Government', 'Redistricting and Reapportionment']"
2020-01-17,https://www.nytimes.com/2020/01/17/magazine/steel-rain-army-artillery.html,An Old Army Myth That Went Unchallenged for Too Long,article,News,,"['Cluster Munitions', 'United States Defense and Military Forces', 'Vietnam War', 'Iraq War (2003-11)']"
2020-01-17,https://www.nytimes.com/2020/01/17/dining/what-to-cook-this-weekend.html,What to Cook This Weekend,article,News,,['Cooking and Cookbooks']
2020-01-17,https://www.nytimes.com/2020/01/17/world/americas/roberto-alvim-brazil.html,Brazil’s Top Culture Official Fired Over Speech Evoking Nazi Propaganda,article,News,,"['Politics and Government', 'Culture (Arts)', 'Holocaust and the Nazi Era', 'Propaganda', 'Speeches and Statements', 'Appointments and Executive Changes']"
2020-01-17,https://www.nytimes.com/2020/01/17/dining/seis-leches-cake-recipe.html,A Milky Cake Where More Is More,article,News,,"['Cooking and Cookbooks', 'Cakes', 'Milk']"
2020-01-17,https://www.nytimes.com/2020/01/17/well/live/fish-oil-supplements-tied-to-sperm-health.html,Fish Oil Supplements Tied to Sperm Health,article,News,,"['Sperm', 'Dietary Supplements and Herbal Remedies', 'Fish and Other Marine Life', 'Oils and Fats', 'Vitamins', 'Testicles']"
2020-01-17,https://www.nytimes.com/slideshow/2020/01/17/fashion/fashion-and-retail-honors.html,Fashion and Retail Honors,multimedia,Slideshow,,[]
2020-01-17,https://www.nytimes.com/2020/01/17/style/schooled-in-fashion.html,Schooled in Fashion,article,News,,"['Philanthropy', 'Fashion and Apparel', 'Parties (Social)']"
2020-01-17,https://www.nytimes.com/2020/01/17/sports/football/san-francisco-49ers.html,A Rival’s Advice Put the 49ers on a Super Bowl Path,article,News,,"['Football', 'Coaches and Managers', 'Draft and Recruitment (Sports)']"
2020-01-17,https://www.nytimes.com/2020/01/17/dining/chickpea-herb-salad-ottolenghi.html,"Yesterday’s Bread, Today’s Lush Fatteh",article,News,,"['Cooking and Cookbooks', 'Chickpeas', 'Bread', 'Salads']"
2020-01-17,https://www.nytimes.com/2020/01/17/nyregion/east-village-explosion-maria-hrynenko-sentence.html,Landlord in Deadly East Village Explosion Sentenced to at Least 4 Years,article,News,,"['East Village Explosion (March 2015)', 'Natural Gas', 'Murders, Attempted Murders and Homicides']"
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/gao-report-trump-impeachment.html,The Real Risks of Republicans’ Burying Their Heads in the Sand,article,Op-Ed,,"['Impeachment', 'Constitution (US)', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/sports/danny-drinkwater-lionel-messi.html,The Ballad of Danny Drinkwater,article,News,,['Soccer']
2020-01-17,https://www.nytimes.com/2020/01/17/arts/music/playlist-eminem-thundercat-jonas-brothers.html,"Eminem’s Clumsy Statement on Gun Violence, and 9 More New Songs",article,News,,"['Pop and Rock Music', 'Rap and Hip-Hop', 'Jazz']"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/music/gelsey-bell-fluxus-moma.html,She’s Your Guide to the Sound World of Fluxus,article,News,,"['Art', 'Music', 'Archives and Records']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/instagram-likes.html,This Is the Guy Who’s Taking Away the Likes,article,News,,['Social Media']
2020-01-17,https://www.nytimes.com/2020/01/17/dining/lifes-best-dinners.html,Life’s Best Dinners,article,News,,['Cooking and Cookbooks']
2020-01-17,https://www.nytimes.com/2020/01/17/world/europe/libya-eu-russia-turkey.html,Why Europe Is Finally Paying Attention to Libya,article,News,,"['Politics and Government', 'Defense and Military Forces', 'Middle East and Africa Migrant Crisis', 'Oil (Petroleum) and Gasoline', 'Natural Gas']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/pompeo-ukraine-surveillance.html,Pompeo Says He ‘Never Heard’ That Ambassador Might Be Under Surveillance,article,News,,"['Diplomatic Service, Embassies and Consulates', 'United States International Relations', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Impeachment']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/motion-sickness-self-driving-cars.html,Avoiding Carsickness When the Cars Drive Themselves,article,News,,"['Driverless and Semiautonomous Vehicles', 'Motion Sickness', 'Automobiles', 'Research']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/media/disney-fox-name.html,Disney Drops Fox From Names of Studios It Bought From Rupert Murdoch,article,News,,"['Movies', 'Television', 'Mergers, Acquisitions and Divestitures', 'Trademarks and Trade Names']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/canada/edmonton-wintercity-strategy.html,Welcoming Winter’s Cold Embrace,article,News,,['Cross-Country Skiing']
2020-01-17,https://www.nytimes.com/2020/01/17/movies/4dx-movie-lessons.html,Watch Movies in 4DX and You’ll Get an Education in Filmmaking,article,News,,['Movies']
2020-01-17,https://www.nytimes.com/2020/01/17/science/alligators-carcasses-scavengers.html,"At the Bottom of the Sea, They Wait to Feast on Alligators",article,News,,"['ALLIGATORS', 'Oceans and Seas', 'Fish and Other Marine Life', 'Bones', 'your-feed-science']"
2020-01-17,https://www.nytimes.com/slideshow/2020/01/17/fashion/runway-mens/comme-des-garcons-homme-plus-fall-2020.html,Comme Des Garçons Homme Plus: Fall 2020,multimedia,Slideshow,,"['Paris Fashion Week', ""Men's Fashion Week""]"
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/letters/democrats-primary.html,Issues of Gender and Electability in the Democratic Race,article,Letter,,['Presidential Election of 2020']
2020-01-17,https://www.nytimes.com/2020/01/17/arts/music/popcast-tiktok-viral-songs.html,How TikTok Is Killing the Radio Songwriter,article,News,,['Pop and Rock Music']
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/letters/trump-impeachment-trial.html,The Opening Moves in the Trump Impeachment Trial,article,Letter,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/dance/porgy-and-bess-camille-a-brown.html,Lifting Off in ‘Porgy and Bess’,article,News,,['Dancing']
2020-01-17,https://www.nytimes.com/2020/01/17/technology/kids-smartphones-depression.html,Panicking About Your Kids’ Phones? New Research Says Don’t,article,News,,"['Children and Childhood', 'Smartphones', 'Social Media', 'Mental Health and Disorders', 'Research']"
2020-01-17,https://www.nytimes.com/2020/01/17/climate/juliana-climate-case.html,Court Quashes Youth Climate Change Case Against Government,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Suits and Litigation (Civil)', 'Decisions and Verdicts']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/europe/louvre-shut-strike.html,"French Strikers Shut Down the Louvre, Setting a New Target in a Pension Fight",article,News,,"['Museums', 'Strikes', 'Travel and Vacations', 'Organized Labor']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/asia/india-protests-aishe-ghosh.html,A Blow to the Head Makes an Instant Hero in India,article,News,,"['Demonstrations, Protests and Riots', 'Hinduism', 'Muslims and Islam', 'Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/canada/iran-plane-crash-canada-victims.html,Canada Offers Compensation to Families of Victims of Plane Downed in Iran,article,News,,['Ukraine International Airlines Flight 752']
2020-01-17,https://www.nytimes.com/2020/01/17/arts/design/outsider-art-fair-review.html,The Outsider Art Fair 2020: 7 Must-See Exhibits,article,News,,"['Art', 'Outsider Art Fair']"
2020-01-17,https://www.nytimes.com/2020/01/17/style/love-letter-learning-to-love-while-blind.html,Love Letter: Learning to Love While Blind,article,News,,"['Love (Emotion)', 'Dating and Relationships', 'Marriages', 'Modern Love (Times Column)']"
2020-01-17,https://www.nytimes.com/2020/01/17/health/china-coronavirus-airport-screening.html,Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus,article,News,,"['Coronavirus (2019-nCoV)', 'Airport Security', 'Viruses', 'Epidemics', 'Respiratory Diseases']"
2020-01-17,https://www.nytimes.com/2020/01/17/nyregion/reeaz-khan-immigration-maria-fuertes.html,"Citing Murder, Top Trump Official Condemns N.Y. Sanctuary Policy",article,News,,"['Murders, Attempted Murders and Homicides', 'Immigration and Emigration']"
2020-01-17,https://www.nytimes.com/slideshow/2020/01/17/fashion/runway-mens/dior-homme-fall-2020.html,Dior Homme: Fall 2020,multimedia,Slideshow,,"['Fashion and Apparel', 'Paris Fashion Week']"
2020-01-17,https://www.nytimes.com/2020/01/17/nyregion/harvey-weinstein-trial-jury.html,Weinstein Jury Has Only 2 White Women as Prosecutors Protest,article,News,,"['#MeToo Movement', 'Sexual Harassment', 'Sex Crimes', 'Jury System', 'Women and Girls', 'Race and Ethnicity', 'Movies']"
2020-01-17,https://www.nytimes.com/2020/01/17/your-money/thrift-savings-plan-esg-401k.html,"Federal Workers Profit From Tobacco and Oil, Even If They Don’t Want To",article,News,,"['Mutual Funds', 'Corporate Social Responsibility', 'Government Employees', 'Pensions and Retirement Plans']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/ken-starr-impeachment-trump-clinton.html,"Ken Starr Returns to the Impeachment Fray, This Time for the Defense",article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
2020-01-17,https://www.nytimes.com/2020/01/17/arts/television/avenue-5-review-hbo.html,"Review: HBO’s ‘Avenue 5,’ a Tale of a Fateful Trip (in Space)",article,Review,,['Television']
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/alan-dershowitz-trump.html,Alan Dershowitz Adds Trump to the List of His High-Profile Clients,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
2020-01-17,https://www.nytimes.com/2020/01/17/health/medicare-drug-costs.html,Medicare’s Part D Doughnut Hole Has Closed! Mostly. Sorta.,article,News,,"['Drugs (Pharmaceuticals)', 'Federal Budget (US)', 'Elderly', 'Medicare', 'Prices (Fares, Fees and Rates)', 'Patient Protection and Affordable Care Act (2010)']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/visine-eye-drop-poisoning.html,"Woman Used Eye Drops to Kill Husband, Court Says",article,News,,"['Murders, Attempted Murders and Homicides', 'Poisoning and Poisons']"
2020-01-17,https://www.nytimes.com/2020/01/17/sports/oakland-raiders-49ers.html,The Raiders Left Oakland. The 49ers Want to Take It.,article,News,,['Football']
2020-01-17,https://www.nytimes.com/2020/01/17/movies/oprah-winfrey-russell-simmons-movie.html,"Pressured by Simmons Over Exposé, Oprah Winfrey Faced a Big Decision",article,News,,"['Documentary Films and Programs', '#MeToo Movement', 'Rap and Hip-Hop', 'Sexual Harassment', 'Sex Crimes']"
2020-01-17,https://www.nytimes.com/2020/01/17/nyregion/dr-robert-hadden-evelyn-yang.html,A Doctor Abused Her. His Name Is on Her Child’s Birth Certificate.,article,News,,"['Sex Crimes', 'Sexual Harassment', 'Pregnancy and Childbirth', 'Doctors', 'Birth Certificates', 'Ethics and Official Misconduct']"
2020-01-17,https://www.nytimes.com/2020/01/17/books/review-american-dirt-jeanine-cummins.html,"A Mother and Son, Fleeing for Their Lives Over Treacherous Terrain",article,Review,,['Books and Literature']
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/jay-sekulow-trump-impeachment.html,"In Jay Sekulow, Trump Taps Longtime Loyalist for Impeachment Defense",article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Legal Profession', 'Impeachment']"
2020-01-17,https://www.nytimes.com/2020/01/17/style/harpers-bazaar-glenda-bailey.html,The Real Fashion Trend of Glenda Bailey’s Bazaar,article,News,,"['Magazines', 'Fashion and Apparel', 'Photography', 'your-feed-fashion']"
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/democratic-candidates-2020.html,Which Candidate Would You Endorse?,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Polls and Public Opinion']"
2020-01-17,https://www.nytimes.com/2020/01/17/nyregion/pop-smoke-stolen-rolls-royce.html,"Rapper Pop Smoke Is Charged With Stealing a $375,000 Rolls-Royce",article,News,,"['Rap and Hip-Hop', 'Robberies and Thefts']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/treasury-20-year-bond.html,"With Deficit Swelling, U.S. Will Issue New Class of Bonds",article,News,,"['Federal Budget (US)', 'National Debt (US)', 'Government Bonds', 'Pensions and Retirement Plans', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/design/portrait-of-a-lady-gustav-klimt.html,"Klimt Painting Found in Museum’s Wall Is Authentic, Experts Say",article,News,,"['Art', 'Robberies and Thefts', 'Museums']"
2020-01-17,https://www.nytimes.com/2020/01/17/theater/under-the-radar-festival.html,"At Under the Radar, Avant-Garde Shows Leap Outside Reality",article,Review,,"['Theater', 'Under the Radar Festival']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/michelle-obama-school-nutrition-trump.html,Trump Targets Michelle Obama’s School Nutrition Guidelines on Her Birthday,article,News,,"['Lunch and Breakfast Programs', 'Education (K-12)', 'Diet and Nutrition', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/asia/ninez-cacho-olivares-dead.html,"Ninez Cacho-Olivares, Journalist and Critic of Marcos, Dies at 78",article,Obituary (Obit),,"['Deaths (Obituaries)', 'News and News Media', 'Newspapers', 'Human Rights and Human Rights Violations']"
2020-01-17,https://www.nytimes.com/2020/01/17/health/jnj-risperdal-verdict-reduced.html,$8 Billion Verdict in Drug Lawsuit Is Reduced to $6.8 Million,article,News,,"['Drugs (Pharmaceuticals)', 'Suits and Litigation (Civil)', 'Mental Health and Disorders', 'Fines (Penalties)', 'ADVERTISING AND MARKETING', 'Decisions and Verdicts', 'your-feed-healthcare']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/pat-cipollone-trump-legal-team.html,Pat Cipollone: White House Counsel Who Will Help Lead Trump Legal Team,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
2020-01-17,https://www.nytimes.com/2020/01/17/us/supreme-court-electoral-college.html,Supreme Court to Hear Timely Case on Electoral College Voters,article,News,,"['United States Politics and Government', 'Presidential Election of 2020', 'Electoral College']"
2020-01-17,https://www.nytimes.com/2020/01/17/world/europe/russia-putin-state-council.html,Putin and the Art of Stepping Down Gracefully While Keeping a Grip on Power,article,News Analysis,,"['Constitutions', 'Politics and Government', 'Appointments and Executive Changes', 'Legislatures and Parliaments', 'Immunity from Prosecution']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/women-voters-2020.html,Why Electing a Female President Is Secondary for Some Women,article,News,,"['Women and Girls', ""Women's Rights"", 'Polls and Public Opinion', 'Voting and Voters', 'Presidential Election of 2020', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/sunday/Marco-Rubio-China-trade-deal.html,Marco Rubio: Investing in China Is Not a Good Deal,article,Op-Ed,,"['International Trade and World Market', 'United States International Relations', 'United States Economy', 'United States Politics and Government', 'Economic Conditions and Trends', 'Banking and Financial Institutions']"
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/lev-parnas-maddow-interview.html,When Trump’s Thugs Turn on Him,article,Op-Ed,,"['Impeachment', 'Corruption (Institutional)', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Presidential Election of 2020', 'United States International Relations']"
2020-01-17,https://www.nytimes.com/2020/01/17/podcasts/daily-newsletter-recorder-carlos-ghosn-impeachment.html,Pushing the Wrong Button. Literally.,article,News,,"['Podcasts', 'Newsletters']"
2020-01-17,https://www.nytimes.com/2020/01/17/health/antibiotics-resistance-new-drugs.html,W.H.O. Warns That Pipeline for New Antibiotics Is Running Dry,article,News,,"['ANTIBIOTICS', 'Drugs (Pharmaceuticals)', 'Drug resistance (Microbial)', 'Infections', 'your-feed-science', 'your-feed-healthcare']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/next-democratic-debate-qualify.html,Democrats Can Qualify for the Next Debate by Winning a Single Delegate in Iowa,article,News,,"['Presidential Election of 2020', 'Debates (Political)']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/dealbook/book-review-AI-business.html,Review: Competing in the Digital Age,article,News,,"['Books and Literature', 'Artificial Intelligence', 'Enterprise Computing', 'Corporations', 'Economics (Theory and Philosophy)']"
2020-01-17,https://www.nytimes.com/2020/01/17/technology/antitrust-hearing-boulder-colorado.html,"Please Stop Big Tech, Small Rivals Tell Lawmakers",article,News,,"['Computers and the Internet', 'Online Advertising', 'Antitrust Laws and Competition Issues']"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/music/norma-tanega-dead.html,"Norma Tanega, Who Sang About a Cat Named Dog, Dies at 80",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Pop and Rock Music']"
2020-01-17,https://www.nytimes.com/2020/01/17/science/spacex-launch-dragon.html,SpaceX Test Delayed to Sunday,article,News,,"['Rocket Science and Propulsion', 'Aviation Accidents, Safety and Disasters', 'Private Spaceflight', 'International Space Station', 'Space and Astronomy']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/secret-service-treasury-homeland-security.html,Report Says Secret Service Return to Treasury Could Harm Homeland Security,article,News,,"['United States Politics and Government', 'Law and Legislation']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/robert-ray-trump-legal-team.html,Robert Ray Wanted to Indict Clinton. He Thinks Trump Will Be Vindicated.,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
2020-01-17,https://www.nytimes.com/2020/01/17/world/europe/brexit-women-impact.html,"With Brexit Looming, Experts Worry Women May Be Hit Hardest",article,News,,"['Women and Girls', 'Politics and Government', 'Great Britain Withdrawal from EU (Brexit)', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/supreme-court-contraception-coverage.html,Supreme Court to Consider Limits on Contraception Coverage,article,News,,"['Birth Control and Family Planning', 'Women and Girls', 'Freedom of Religion', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/philip-van-cleave-vcdl-gun-rally.html,Who Is the Man Behind the Gun Rally That Has Virginia On Edge?,article,News,,"['Richmond, Va, Gun Rally (January, 2020)', 'Firearms', 'Fringe Groups and Movements', 'State Legislatures', 'Gun Control', 'Politics and Government']"
2020-01-17,https://www.nytimes.com/2020/01/17/business/stock-market-rally.html,Rejoice Over the Markets’ Marvelous Rallies. Then Worry.,article,News,,"['Stocks and Bonds', 'Mutual Funds', 'United States Economy', ""Standard & Poor's 500-Stock Index""]"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/design/park-avenue-armory-womens-suffrage.html,Park Avenue Armory Celebrates Women’s Suffrage With 100 Artists,article,News,,"['Culture (Arts)', ""Women's Rights"", 'Nineteenth Amendment (US Constitution)', 'Women and Girls', 'Theater']"
2020-01-17,https://www.nytimes.com/2020/01/17/books/review/podcast-tightrope-nicholas-kristof-Sheryl-WuDunn-world-without-work-daniel-susskind.html,Americans on a Financial ‘Tightrope’,article,News,,['Books and Literature']
2020-01-17,https://www.nytimes.com/2020/01/17/briefing/ken-starr-school-meals-nfl.html,"Ken Starr, School Meals, N.F.L.: Your Friday Evening Briefing",article,briefing,,[]
2020-01-17,https://www.nytimes.com/2020/01/17/t-magazine/kean-etro.html,An Italian Designer Shares an Intimate Glimpse of His Fashion Week,article,News,,"['Fashion and Apparel', 'Fashion Shows', 'Men and Boys', 'Design']"
2020-01-17,https://www.nytimes.com/2020/01/17/arts/music/eminem-ariana-grande-lyrics.html,Eminem Faces Backlash Over Lyrics About Deadly Attack at Ariana Grande Concert,article,News,,"['Manchester Arena Bombing (May, 2017)', 'Rap and Hip-Hop', 'Pop and Rock Music', 'Terrorism']"
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/bloomberg-net-worth-super-tuesday.html,Michael Bloomberg Can Keep Details of His Wealth Hidden Until After Super Tuesday,article,News,,['Presidential Election of 2020']
2020-01-17,https://www.nytimes.com/2020/01/17/arts/television/apu-simpsons-hank-azaria.html,Hank Azaria Will No Longer Voice Apu on ‘The Simpsons’,article,News,,['Television']
2020-01-17,https://www.nytimes.com/2020/01/17/us/politics/trump-campaign-bundling.html,Trump Campaign Plans Greater Focus on ‘Bundlers’,article,News,,"['Presidential Election of 2020', 'Campaign Finance', 'United States Politics and Government']"
2020-01-17,https://www.nytimes.com/interactive/2020/world/year-in-weather.html,How Much Warmer Was Your City in 2019?,multimedia,Interactive Feature,,"['Weather', 'Two Thousand Nineteen', 'Temperature']"
2020-01-17,https://www.nytimes.com/2020/01/17/opinion/trump-iran-suleimani.html,"No, Mr. President, It Does Really Matter",article,Editorial,,"['Targeted Killings', 'Defense and Military Forces', 'United States International Relations', 'United States Defense and Military Forces', 'United States Politics and Government']"
2020-01-18,https://www.nytimes.com/2020/01/17/sports/basketball/nba-zone-defense.html,The N.B.A. Embraces a ‘Trash’ Defense,article,News,,"['Basketball', 'Coaches and Managers']"
