,date,url,headline,articles,doc_type,material_type,section,keywords
2247,2021-05-17,https://www.nytimes.com/2021/05/17/dining/drinks/heitz-cellars-lot-c-19.html,A Wine With Whispers of History,"To celebrate its 60th anniversary, Heitz Cellars has reintroduced its Lot C-91.",article,News,,['Wines']
2248,2021-05-17,https://www.nytimes.com/2021/05/17/sports/horse-racing/bob-baffert-suspended-belmont.html,New York Racing Officials Suspend Baffert From Belmont Stakes,"The Hall of Fame trainer was already under suspension at Churchill Downs, where he won his seventh Kentucky Derby before his horse failed a drug test.",article,News,,"['Justify (Race Horse)', 'Triple Crown (Horse Racing)', 'American Pharoah (Race Horse)', 'Doping (Sports)', 'Horse Racing', 'Kentucky Derby', 'Belmont Stakes', 'Preakness Stakes']"
2249,2021-05-17,https://www.nytimes.com/article/israel-gaza-what-we-know.html,What Drove the Israel-Gaza Conflict? Here’s What You Need to Know.,"After 11 days of intense fighting, Hamas and Israel began a cease-fire. Here is the arc of the conflict.",article,News,,"['Palestinians', 'Defense and Military Forces', 'War and Armed Conflicts', 'Civilian Casualties']"
2250,2021-05-17,https://www.nytimes.com/2021/05/17/arts/music/public-domain-songs.html,Old Songs in the Public Domain Get Makeovers With a Purpose,The producer Ray Angry and the visual artist Katherine McMahon lead a project that reimagines songs freely available for public use for the current moment.,article,News,,"['Music', 'Copyrights and Copyright Violations']"
2251,2021-05-17,https://www.nytimes.com/2021/05/17/world/middleeast/palestinian-general-strike.html,"Palestinian activists are calling for a general strike in Gaza, the West Bank and Israel.","The strike on Tuesday is meant to protest Israeli action and unite three groups of Palestinians who live under separate governments and, increasingly, have distinct lives.",article,News,,[]
2252,2021-05-17,https://www.nytimes.com/2021/05/17/business/art-gensler-dead.html,Art Gensler Dies at 85; Built a Global Architecture Firm,"His buildings include China’s tallest skyscraper, in Shanghai, and the terminals at San Francisco International Airport.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'ARCHITECTURE', 'Interior Design and Furnishings']"
2253,2021-05-17,https://www.nytimes.com/2021/05/17/us/politics/biden-pardons-racial-justice.html,Biden Is Developing a Pardon Process With a Focus on Racial Justice,"As a senator, he backed legislation that led to mass incarceration and long drug sentences. Now his administration is signaling that he could use clemency to address inequities.",article,News,,"['Amnesties, Commutations and Pardons', 'United States Politics and Government', 'Criminal Justice', 'Crime and Criminals', 'Sentences (Criminal)', 'Civil Rights and Liberties', 'Race and Ethnicity', 'Black People', 'Blacks']"
2254,2021-05-17,https://www.nytimes.com/2021/05/17/briefing/israel-gaza-apple-eurovision.html,Your Tuesday Briefing,Diplomacy deadlock in Israel.,article,briefing,,[]
2255,2021-05-17,https://www.nytimes.com/slideshow/2021/05/17/dining/fradei-brooklyn.html,"Cooking From the Northeast, by Way of Paris","Two young American cooks in France were forced home by the pandemic. At Fradei in Brooklyn, they cook with ingredients from the Northeast.",multimedia,Slideshow,,['Restaurants']
2256,2021-05-17,https://www.nytimes.com/2021/05/17/dining/fradei-restaurant-review.html,A Good Choice for Diners Who Don’t Need Choices,"At Fradei in Fort Greene, Brooklyn, the menu doesn’t appear until it’s no longer being served.",article,Review,,"['Restaurants', 'Chefs', 'French Food (Cuisine)']"
2257,2021-05-17,https://www.nytimes.com/2021/05/17/us/coronavirus-masks-cdc-covid-pandemic.html,Coronavirus Briefing: What Happened Today,"Some people aren’t taking their masks off yet, no matter what the C.D.C. says.",article,News,,"['Disease Rates', 'Masks', 'Coronavirus (2019-nCoV)', 'Content Type: Service', 'United States International Relations', 'Coronavirus Reopenings']"
2258,2021-05-17,https://www.nytimes.com/2021/05/17/us/politics/montana-native-americans-voting-lawsuit.html,"Montana’s new voting laws violate Native Americans’ rights, a lawsuit argues.","The lawsuit challenges two laws that state legislators passed this year, eliminating same-day voter registration and restricting ballot collection.",article,News,,"['Suits and Litigation (Civil)', 'Native Americans', 'Voter Registration and Requirements', 'Law and Legislation', 'Civil Rights and Liberties', 'State Legislatures']"
2259,2021-05-17,https://www.nytimes.com/2021/05/17/sports/basketball/marv-albert-retire.html,"Marv Albert, Hall of Fame N.B.A. Sportscaster, Is Retiring","Albert, who turns 80 in June, will call his last game in the Eastern Conference finals.",article,News,,"['Basketball', 'Television', 'Radio', 'Athletics and Sports', 'Content Type: Personal Profile']"
2260,2021-05-17,https://www.nytimes.com/2021/05/17/us/robert-durst-trial.html,"After a 14-Month Delay, Robert Durst’s Murder Trial Returns to Court","Mr. Durst, the eccentric millionaire who has been the subject of books and documentaries, is accused of killing a close confidante in Beverly Hills, Calif., in 2000.",article,News,,"['Murders, Attempted Murders and Homicides']"
2261,2021-05-17,https://www.nytimes.com/2021/05/17/us/tanya-selvaratnam-eric-schneiderman-metoo-domestic-violence.html,When Your Abuser Is a Powerful Politician,"The author and activist Tanya Selvaratnam on her abusive relationship with Eric Schneiderman, a former New York attorney general, and the second wave of the #MeToo movement.",article,News,,"['Domestic Violence', 'Women and Girls', '#MeToo Movement', 'Content Type: Personal Profile']"
2262,2021-05-17,https://www.nytimes.com/2021/05/17/business/warnermedia-group-discovery-merger.html,‘Succession’ Meets ‘90 Day Fiancé’ in WarnerMedia-Discovery Deal,AT&T’s WarnerMedia group is merging with the reality programmer Discovery. What does that mean for your favorite shows?,article,News,,"['Mergers, Acquisitions and Divestitures', 'Cable Television', 'Movies', 'Media', 'Layoffs and Job Reductions', 'Telephones and Telecommunications', 'News and News Media']"
2263,2021-05-17,https://www.nytimes.com/2021/05/17/climate/supreme-court-baltimore-fossil-fuels.html,Supreme Court Gives Big Oil a Win in Climate Fight With Cities,"But in the case, filed by the city of Baltimore, the high court gave the fossil fuel industry far less than it had asked for.",article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Suits and Litigation (Civil)']"
2264,2021-05-17,https://www.nytimes.com/2021/05/17/briefing/israel-att-roe-v-wade.html,"Israel, AT&T, Roe v. Wade: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.,article,briefing,,[]
2265,2021-05-17,https://www.nytimes.com/2021/05/17/world/middleeast/biden-netanyahu-ceasefire.html,Fighting rages overnight after Biden voices support for a cease-fire.,"The president’s statement, following a call with Prime Minister Benjamin Netanyahu of Israel, fell short of an immediate demand for an end to the weeklong violence.",article,News,,['War and Armed Conflicts']
2266,2021-05-17,https://www.nytimes.com/2021/05/17/us/politics/trump-israel-policy.html,Where Biden Is (and Isn’t) Turning Back Trump’s Israel Policies,"After a sharp rightward shift by the U.S. on the issue, President Biden must decide how far to move back to the left.",article,News,,"['Palestinians', 'Peace Process', 'United States International Relations']"
2267,2021-05-17,https://www.nytimes.com/2021/05/17/us/palisades-fire-california-drought.html,Warning Shot for California: A Los Angeles Wildfire in May,"The Palisades fire, which was 23 percent contained late Monday afternoon, forced the evacuation of 1,000 people and hinted at the severity of the state’s drought.",article,News,,"['Wildfires', 'Drought', 'Evacuations and Evacuees']"
2268,2021-05-17,https://www.nytimes.com/2021/05/17/business/warnermedia-discovery-kilar-zaslav.html,A Titan Ascends in Media World’s Game of Thrones,"Jason Kilar was named chief executive of WarnerMedia just last year, but now he is negotiating his departure after being sidelined by David Zaslav, the longtime leader of Discovery.",article,News,,"['Movies', 'Television', 'Appointments and Executive Changes', 'Mergers, Acquisitions and Divestitures', 'Video Recordings, Downloads and Streaming']"
2269,2021-05-17,https://www.nytimes.com/2021/05/17/opinion/israel-palestine-gaza.html,If the Left Got Its Wish for Israel,An ill-devised peace would inevitably lead to an even worse war. ,article,Op-Ed,,"['War and Armed Conflicts', 'Palestinians', 'Peace Process', 'Arab-Israeli War (1967)', 'Israeli Settlements']"
2270,2021-05-17,https://www.nytimes.com/2021/05/17/opinion/low-population-growth-economy-inflation.html,Learning to Live With Low Fertility,"Flat population could be a problem, but it can be an opportunity.",article,Op-Ed,,"['Population', 'Inflation (Economics)', 'United States Economy', 'Baby Boomers', 'American Jobs Plan (2021)', 'Coronavirus (2019-nCoV)', 'National Debt (US)']"
2271,2021-05-17,https://www.nytimes.com/2021/05/17/theater/lilies-review-Theater-Center.html,‘Lilies’ Review: A Queer Romantic Drama That Wilts Quickly,"Michel Marc Bouchard’s melodrama, about an illicit gay love affair in 1912, displays a lot of kookiness and little self-awareness.",article,Review,,['Theater']
2272,2021-05-17,https://www.nytimes.com/2021/05/17/us/buddy-roemer-dead.html,"Buddy Roemer, Reformer as a Louisiana Governor, Dies at 77",He came into office as the answer to the scandal-plagued Edwin Edwards administration but was nevertheless ousted by Mr. Edwards four years later.,article,Obituary (Obit),,"['Politics and Government', 'Deaths (Obituaries)']"
2273,2021-05-17,https://www.nytimes.com/2021/05/17/opinion/us-israel-palestine-jared-kushner.html,Kushner’s Absurd Peace Plan Has Failed,There's no ignoring the plight of the Palestinians. ,article,Op-Ed,,"['Palestinians', 'Israeli Settlements', 'Peace Process', 'War and Armed Conflicts', 'Politics and Government', 'United States International Relations']"
2274,2021-05-17,https://www.nytimes.com/2021/05/17/us/politics/biden-coronavirus-vaccine.html,Biden Dips Into U.S. Vaccine Supply to Send 20 Million Doses Abroad,"President Biden’s pledge to ship out doses that could have been used domestically was a step toward a global campaign, but activists say much more is needed.",article,News,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)', 'United States Politics and Government']"
2275,2021-05-17,https://www.nytimes.com/2021/05/17/us/politics/biden-tax-returns.html,"Biden releases his tax forms, showing that he and his wife, Jill Biden, earned just over $600,000 in 2020.",The Bidens donated 5 percent to charity and paid an effective federal income tax rate of 25.9 percent.,article,News,,"['Federal Taxes (US)', 'United States Politics and Government']"
2276,2021-05-17,https://www.nytimes.com/2021/05/17/us/politics/devin-nunes-twitter-justice-department.html,Trump Justice Dept. Tried to Use Grand Jury to Identify Nunes Critic on Twitter,"An unsealed court filing shows that the social media company fought the subpoena, which the Biden administration is said to have withdrawn.",article,News,,"['Suits and Litigation (Civil)', 'Subpoenas', 'First Amendment (US Constitution)', 'Freedom of Speech and Expression', 'United States Politics and Government']"
2277,2021-05-17,https://www.nytimes.com/2021/05/17/world/asia/biden-israel-gaza.html,"Biden Supports Israel-Gaza Cease-Fire, as Fighting Rages Into Second Week","Mr. Biden’s language was carefully couched, reflecting continued reticence to criticize Israel despite rising international condemnation.",article,News,,"['Defense and Military Forces', 'War and Armed Conflicts', 'Palestinians', 'United States International Relations']"
2278,2021-05-18,https://www.nytimes.com/2021/05/17/business/media/bob-garfield-on-the-media.html,"WNYC Fires Bob Garfield, Co-Host of ‘On the Media’","New York Public Radio, which owns WNYC, said Mr. Garfield had violated its anti-bullying policy. Mr. Garfield said he had yelled and that “the provocation was extraordinary and simply shocking.”",article,News,,"['Bullies', 'Radio', 'News and News Media']"
2279,2021-05-18,https://www.nytimes.com/2021/05/17/us/north-carolina-brothers-death-row-settlement.html,"Cleared of Murder, Brothers Are Awarded $75 Million","Henry McCollum and Leon Brown, both with intellectual disabilities, spent three decades in prison for the rape and murder of a girl before DNA evidence implicated someone else.",article,News,,"['False Arrests, Convictions and Imprisonments', 'Forensic Science', 'Compensation for Damages (Law)', 'Confessions', 'DNA (Deoxyribonucleic Acid)', 'Capital Punishment', 'Murders, Attempted Murders and Homicides', 'Sex Crimes', 'Suits and Litigation (Civil)', 'Intellectual Disabilities']"
2280,2021-05-18,https://www.nytimes.com/2021/05/17/us/politics/israel-gaza-democrats-biden.html,"Democrats, Growing More Skeptical of Israel, Pressure Biden","Among Democrats in Congress, attitudes toward Israel have grown more critical as the party base expresses concern about the human rights of Palestinians.",article,News,,"['Palestinians', 'War and Armed Conflicts', 'Peace Process', 'Human Rights and Human Rights Violations', 'United States International Relations', 'United States Politics and Government', 'Jews and Judaism']"
2281,2021-05-18,https://www.nytimes.com/2021/05/17/business/japan-economy-gdp.html,Japan’s Yo-Yoing Economy Shrinks as Virus Spreads and Vaccinations Lag,The country has experienced cycles of growth and contraction in domestic consumption as the pandemic has waxed and waned.,article,News,,"['Economic Conditions and Trends', 'Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Gross Domestic Product']"
2282,2021-05-18,https://www.nytimes.com/interactive/2021/05/17/upshot/women-workforce-employment-covid.html,The Pandemic Created a Child-Care Crisis. Mothers Bore the Burden.,"In the United States, 1.3 million mothers are out of work because of the pandemic. Their losses are more than economic. Across backgrounds and careers, they describe a loss of identity.",multimedia,Interactive Feature,,"['Child Care', 'Women and Girls', 'Parenting', 'E-Learning', 'Labor and Jobs', 'Layoffs and Job Reductions', 'Shutdowns (Institutional)', 'Unemployment', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)', 'Content Type: Personal Profile']"
2283,2021-05-18,https://www.nytimes.com/2021/05/17/todayspaper/quotation-of-the-day-new-york-city-marathon-returns-in-november.html,Quotation of the Day: New York City Marathon Returns in November,"Quotation of the Day for Tuesday, May 18, 2021.",article,Quote,,[]
2284,2021-05-18,https://www.nytimes.com/2021/05/17/pageoneplus/corrections-may-18-2021.html,"Corrections: May 18, 2021","Corrections that appeared in print on Tuesday, May 18, 2021.",article,Correction,,[]
2285,2021-05-18,https://www.nytimes.com/2021/05/17/business/mgm-amazon.html,MGM Looks to Amazon as the Hollywood Studio Tries to Find a Buyer,"A deal would add Metro-Goldwyn-Mayer’s 4,000 films to Amazon’s streaming library, including the James Bond, Rocky and “Legally Blonde” franchises.",article,News,,"['Movies', 'Mergers, Acquisitions and Divestitures', 'Bond, James (Fictional Character)']"
2286,2021-05-18,https://www.nytimes.com/video/us/elections/100000007767733/arizona-election-audit.html,Arizona Republican Leaders Criticize Election Audit,"The Maricopa County Board of Supervisors, which administers elections for the majority of Arizona voters, called the ongoing audit of the county’s votes in the 2020 election a “mockery.”",multimedia,Video,,"['Presidential Election of 2020', 'United States Politics and Government', 'Voting Machines', 'Voter Fraud (Election Fraud)']"
2287,2021-05-18,https://www.nytimes.com/interactive/2021/05/17/world/middleeast/israel-palestine-gaza-conflict-death-toll.html,The Toll of Eight Days of Conflict in Gaza and Israel,"Maps show the extent of the fighting that has killed more than 200 people, the vast majority in the Gaza Strip.",multimedia,Interactive Feature,,"['Palestinians', 'Civilian Casualties', 'Deaths (Fatalities)']"
2288,2021-05-18,https://www.nytimes.com/2021/05/17/arts/design/whitney-museum-forming-union.html,Workers at the Whitney Museum Move to Form a Union,"Like other museums in the city, members of the Whitney staff are organizing with the United Auto Workers.",article,News,,"['Art', 'Museums', 'Organized Labor', 'Wages and Salaries']"
2289,2021-05-18,https://www.nytimes.com/2021/05/17/crosswords/daily-puzzle-2021-05-18.html,What the Letters of ‘Roy G. Biv’ Stand For,The return of Margaret Seikel.,article,News,,['Crossword Puzzles']
2290,2021-05-18,https://www.nytimes.com/2021/05/17/us/memphis-i40-bridge-crack-inspector-fired.html,"Inspector Who Twice Missed Crack in Bridge Is Fired, Arkansas Officials Say","The inspector didn’t see the crack “because he wasn’t following proper protocol,” the director of the Arkansas Department of Transportation said.",article,News,,"['Infrastructure (Public Works)', 'Bridges and Tunnels', 'Transportation']"
2291,2021-05-18,https://www.nytimes.com/2021/05/17/us/politics/guantanamo-detainees-release.html,Biden Administration Clears 3 Guantánamo Detainees for Release,"The men, none of whom were ever charged, would be sent to countries that agree to impose security conditions on them. But it is not clear where they will go or when.",article,News,,"['Detainees', 'United States Defense and Military Forces', 'United States Politics and Government', 'Terrorism', 'September 11 (2001)']"
2292,2021-05-18,https://www.nytimes.com/2021/05/17/sports/baseball/mets-yankees.html,Gerrit Cole Falters as Yankees Lose to Rangers,"A rare bad outing by Cole included his first walk in more than 40 innings. The Mets beat Atlanta, but Kevin Pillar left the game after being hit in the head.",article,News,,['Baseball']
2293,2021-05-18,https://www.nytimes.com/2021/05/17/briefing/biden-gaza-lockdown-corruption.html,Your Tuesday Briefing,President Biden voices support for a cease-fire.,article,News,,[]
2294,2021-05-18,https://www.nytimes.com/2021/05/18/sports/golf/pga-championship-ocean-course-dye.html,"The Ocean Course, Long Absent From Golf’s Spotlight, Is Back","The masterpiece on Kiawah Island, designed by Pete and Alice Dye to be as challenging as it is breathtaking, has not been the site of a major tournament in almost a decade.",article,News,,"['PGA Championship', 'Golf']"
2295,2021-05-18,https://www.nytimes.com/2021/05/18/us/deputies-fired-jamal-sutherland-death.html,2 South Carolina Deputies Are Fired for Their Role in Death of Black Man in Jail,"The deputies, Sgt. Lindsay Fickett and Detention Deputy Brian Houle, used pepper spray and Tasers on Jamal Sutherland on Jan. 5 at the detention center in Charleston County.",article,News,,"['Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Murders, Attempted Murders and Homicides']"
2296,2021-05-18,https://www.nytimes.com/2021/05/18/climate/climate-change-emissions-IEA.html,"Nations Must Drop Fossil Fuels, Fast, World Energy Body Warns",A landmark report from the International Energy Agency says countries need to move faster and more aggressively to cut planet-warming pollution.,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Energy and Power', 'Coal', 'Oil (Petroleum) and Gasoline']"
2297,2021-05-18,https://www.nytimes.com/2021/05/18/learning/word-of-the-day-kinship.html,Word of the Day: kinship,This word has appeared in 133 articles on NYTimes.com in the past year. Can you use it in a sentence?,article,News,,[]
2298,2021-05-18,https://www.nytimes.com/2021/05/18/arts/television/trevor-noah-biden-venmo.html,Trevor Noah Can’t Believe Biden Has a Venmo Account,"“Joe Biden has a Venmo account? How? The dude is, like, 150 years old,” Noah joked, saying he assumed Biden “paid for everything with silver dollars.”",article,News,,['Television']
2299,2021-05-18,https://www.nytimes.com/2021/05/18/learning/beach-days.html,Beach Days,Do you enjoy going to the beach?,article,News,,[]
2300,2021-05-18,https://www.nytimes.com/2021/05/18/business/economy/china-bank-debt-huarong.html,China’s Biggest ‘Bad Bank’ Tests Beijing’s Resolve on Financial Reform,"Chinese regulators say they want to clean up the country’s financial system, but a state-owned conglomerate may ultimately get in the way.",article,News,,"['Foreign Investments', 'Economic Conditions and Trends', 'Regulation and Deregulation of Industry', 'Credit and Debt', 'Banking and Financial Institutions', 'Stocks and Bonds']"
2301,2021-05-18,https://www.nytimes.com/2021/05/18/world/middleeast/palestinians-social-media.html,‘Social Media Is the Mass Protest’: Solidarity With Palestinians Grows Online,"As Israeli airstrikes pummel Gaza, the reaction from Arab capitals has been muted and protests scattered. But the voices on social media have been loud and clear.",article,News,,"['Social Media', 'Palestinians', 'War and Armed Conflicts', 'Demonstrations, Protests and Riots']"
2302,2021-05-18,https://www.nytimes.com/2021/05/18/learning/teaching-with-the-playlist.html,Teaching With ‘The Playlist’,"In this column, music critics weigh in on the week’s most notable new songs and videos. We invite students to use it as a model for their own annotated playlists around a topic, theme or event.",article,News,,[]
2303,2021-05-18,https://www.nytimes.com/2021/05/18/world/europe/nottingham-broadmarsh-centre.html,Nottingham’s Dilemma: Robin Hood or High Tech?,An unlamented mall in the heart of the English city is being demolished. But what should go in its place?,article,News,,"['Area Planning and Renewal', 'Shopping Centers and Malls', 'Historic Buildings and Sites', 'Real Estate (Commercial)', 'Caves and Caverns']"
2304,2021-05-18,https://www.nytimes.com/interactive/2021/05/18/opinion/covid-19-vaccine-hesitancy.html,Meet the Four Kinds of People Holding Us Back From Full Vaccination,Tell us where you live and we’ll show you why people aren’t getting vaccinated.,multimedia,Interactive Feature,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Polls and Public Opinion', 'Coronavirus Risks and Safety Concerns']"
2305,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/inside-money-zachary-karabell.html,The Wall Street Capitalists Who Put Morals Above Money,Zachary Karabell’s “Inside Money” traces the fortunes of the investment firm Brown Brothers Harriman across two centuries.,article,Review,,"['Books and Literature', 'Banking and Financial Institutions', 'Stocks and Bonds', 'Content Type: Personal Profile']"
2306,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/american-republics-alan-taylor.html,"Before the Civil War, America Was a ‘House Divided’ in More Ways Than One",Alan Taylor’s “American Republics” describes a nation that was less a united country than a congeries of feuding geographical entities.,article,Review,,"['Books and Literature', 'Civil War (US) (1861-65)', 'Slavery (Historical)', 'Mexican-American War (1846-48)', 'States (US)']"
2307,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/nothing-personal-nancy-jo-sales.html,"When It Comes to Her Relationship History, Nancy Jo Sales Is an Open Book","In her new memoir, “Nothing Personal,” the veteran journalist reports on her own search for connection.",article,Review,,"['Books and Literature', 'Single Persons', 'Dating and Relationships', 'Mobile Applications', 'Online Dating']"
2308,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/punch-me-up-to-the-gods-brian-broome.html,"In a New Memoir, the Miracle of Black Queer Self-Creation","In his memoir “Punch Me Up to the Gods,” Brian Broome explores the beauty of queer Black manhood.",article,Review,,"['Books and Literature', 'Black People', 'Blacks', 'Homosexuality and Bisexuality', 'Content Type: Personal Profile', 'Men and Boys', 'Writing and Writers']"
2309,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/light-perpetual-francis-spufford.html,Francis Spufford’s New Novel Imagines Lives That Might Have Been,"“Light Perpetual,” the English writer’s latest book, was inspired by the bombing of a London Woolworth’s in 1944 in which 168 people died. What if five kids had survived the attack? the novel asks. What would their lives have been like?",article,Review,,['Books and Literature']
2310,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/twilight-man-liz-brown.html,"A Hollywood Love Story With Glitz, Greed and the Threat of Social Ruin","In “Twilight Man,” Liz Brown uncovers the elaborate tale of a secretly gay great-granduncle’s romance with another man.",article,Review,,"['Books and Literature', 'Content Type: Personal Profile', 'Homosexuality and Bisexuality']"
2311,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/sam-riviere-dead-souls.html,You Say Plagiarism. I Say Provocation.,"Sam Riviere’s novel, “Dead Souls,” considers fraudulence as a culture’s dominant mode of making art.",article,Review,,['Books and Literature']
2312,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/proof-of-life-daniel-levin.html,How Do You Find a Man Who Goes Missing in Syria?,"In “Proof of Life,” Daniel Levin recounts his harrowing quest — across several cities and countries — to uncover the fate of a young man who disappeared in the war-torn Middle East.",article,Review,,"['Books and Literature', 'Missing Persons', 'War and Armed Conflicts']"
2313,2021-05-18,https://www.nytimes.com/2021/05/18/learning/what-have-you-made-this-year.html,What Have You Made This Year?,"Whether you made crafts, played music, baked bread, started a garden or anything else, how did making things help you?",article,News,,[]
2314,2021-05-18,https://www.nytimes.com/2021/05/18/style/is-bmi-a-scam.html,Is B.M.I. a Scam?,"It can be a helpful health measure for large groups of people, but it won’t tell you much about yourself.",article,News,,"['Obesity', 'Content Type: Service', 'Weight', 'Diet and Nutrition', 'Race and Ethnicity', 'Research']"
2315,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/noise-daniel-kahneman-olivier-sibony-cass-sunstein.html,"For a Fairer World, It’s Necessary First to Cut Through the ‘Noise’","In their new book, Daniel Kahneman, Olivier Sibony and Cass R. Sunstein address the necessity of “noise reduction,” eliminating the randomness that enters decision making of all sorts.",article,Review,,"['Books and Literature', 'Psychology and Psychologists']"
2316,2021-05-18,https://www.nytimes.com/2021/05/18/opinion/ezra-klein-podcast-nicole-hemmer.html,The Spectacle of the G.O.P.’s Shrinking Tent,Nicole Hemmer explains how right-wing media and minoritarian politics are shaping the G.O.P.,article,Op-Ed,,"['United States Politics and Government', 'News and News Media', 'Right-Wing Extremism and Alt-Right']"
2317,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/america-on-fire-elizabeth-hinton.html,Recasting ‘Riots’ as Black Rebellions,"“America on Fire,” by the Yale University scholar Elizabeth Hinton, connects the unrest of the civil rights era to shifts in social policy authorizing aggressive police tactics whose destructive repercussions are evident today.",article,Review,,"['Books and Literature', 'Police Brutality, Misconduct and Shootings', 'Black Lives Matter Movement', 'Demonstrations, Protests and Riots', 'Civil Rights Movement (1954-68)', 'Race and Ethnicity']"
2318,2021-05-18,https://www.nytimes.com/2021/05/18/well/pandemic-wellness-exercise.html,Day 2: Let’s Have an Exercise Snack!,,article,News,,"['Content Type: Service', 'Exercise']"
2319,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/lost-in-summerland-barrett-swanson.html,‘Lost in Summerland’ Wants to Walk You Through the Confusion of Life in America,"In his debut essay collection, “Lost in Summerland,” Barrett Swanson investigates a sense of malaise that has descended upon America.",article,Review,,"['Books and Literature', 'Men and Boys', 'Whites']"
2320,2021-05-18,https://www.nytimes.com/2021/05/18/books/review/the-first-day-of-spring-nancy-tucker.html,"A Young Murderer Grows Up, and Has a Child of Her Own","In her debut novel, “The First Day of Spring,” Nancy Tucker takes readers to some very ugly places. In a good way.",article,Review,,['Books and Literature']
2321,2021-05-18,https://www.nytimes.com/2021/05/18/opinion/archegos-bill-hwang-gary-gensler.html,These Invisible Whales Could Sink the Economy,Regulators have shockingly little insight into the inner workings of funds like Archegos. Here's how to fix that.,article,Op-Ed,,"['Banking and Financial Institutions', 'Regulation and Deregulation of Industry', 'Derivatives (Financial Instruments)', 'Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)']"
2322,2021-05-18,https://www.nytimes.com/2021/05/18/business/dorm-investors-hedge-fund.html,Investors Put Millions Into a Luxury Student Dorm. They Say They Were Ripped Off.,"Lawyers, retirees and others who invested their savings in a luxury student dorm say two real estate firms duped them. They’re suing to recoup their money.",article,News,,"['Real Estate and Housing (Residential)', 'Suits and Litigation (Civil)', 'Real Estate (Commercial)', 'Dormitories', 'Private Placements (Non-Public Offerings) and Mini IPOs']"
2323,2021-05-18,https://www.nytimes.com/2021/05/18/well/family/teenagers-pandemic.html,How Do I Know if My Teen Is OK?,"In the pandemic, many of the traditional measures that indicate a teen is thriving have been rendered irrelevant.",article,News,,"['Quarantine (Life and Culture)', 'Anxiety and Stress', 'Mental Health and Disorders', 'Parenting', 'Teenagers and Adolescence']"
2324,2021-05-18,https://www.nytimes.com/2021/05/18/science/fossil-plant-cycadales.html,Scientists Find a Fossilized Ancestor of ‘Dinosaur Food’,This ancient plant might be even more ancient than paleobotanists once believed.,article,News,,"['Trees and Shrubs', 'Paleontology', 'Fossils', 'Flowers and Plants', 'Research']"
2325,2021-05-18,https://www.nytimes.com/2021/05/18/opinion/plessy-ferguson-justice-harlan.html,"Separate but Equal, the Court Said. One Voice Dissented.","As the only voice on the Supreme Court against Plessy v. Ferguson, Justice John Marshall Harlan did more than anyone since the Continental Army to enshrine dissent as an American tradition.",article,Op-Ed,,"['Black People', 'Blacks', 'Constitution (US)', 'Civil Rights and Liberties', 'Discrimination']"
2326,2021-05-18,https://www.nytimes.com/2021/05/18/us/politics/biden-white-house-celebrity-staff.html,"In Biden White House, the Celebrity Staff Is a Thing of the Past",President Biden is undoing a longstanding Washington tradition in which staff members enjoy their own refracted fame.,article,News,,"['White House Building (Washington, DC)', 'Government Employees', 'Celebrities', 'Appointments and Executive Changes', 'United States Politics and Government', 'Presidential Transition (US)']"
2327,2021-05-18,https://www.nytimes.com/2021/05/18/business/oatly-ipo-milk-substitutes.html,The Big Money Is Going Vegan,"Oatly, maker of dairy alternatives, could be worth $10 billion when it lists on the stock market this week. The share sale is a barometer of changing consumer preferences.",article,News,,"['Dairy Products', 'Milk', 'Initial Public Offerings', 'Veganism', 'Peas', 'Private Equity']"
2328,2021-05-18,https://www.nytimes.com/2021/05/18/nyregion/mta-subway-crime-stats-rates.html,"Is the Subway More Dangerous? Data Is Mixed, but Some Riders Are Scared.","City officials cite lower subway crime numbers, but a spate of random attacks has unnerved riders.",article,News,,"['Subways', 'Crime and Criminals', 'Police', 'Transit Systems', 'Coronavirus (2019-nCoV)']"
