,date,url,headline,articles,doc_type,material_type,section,keywords,label
1610,2021-05-13,learning,Word of the Day: quintessence,word appear article nytimes com past year use sentence,article,News,,[],learning
1612,2021-05-13,world,Instagram blocked posts about the Aqsa Mosque in a terrorism screening error.,social medium network say mistakenly associate hashtags link jerusalem site terrorist organization,article,News,,"['Social Media', 'Palestinians']",world
1613,2021-05-13,theater,"In This Trippy Family Drama, Trauma Runs Deep",cancel paris run highly awaited production robert walser pond star adèle haenel finally make stage switzerland,article,Review,,"['Theater', 'Quarantine (Life and Culture)', 'Coronavirus Reopenings']",theater
1614,2021-05-13,style,A Selection of Crafts Made by Times Readers,ask reader send photo thing make pandemic sampling,multimedia,Slideshow,,"['Quarantine (Life and Culture)', 'Quarantines', 'Sewing', 'Textiles', 'Gardens and Gardening', 'Anxiety and Stress', 'Cooking and Cookbooks', 'Quilts', 'Handicrafts', 'Hobbies']",style
1615,2021-05-13,learning,Talking to Strangers,tell story real make inspire image theme,article,News,,[],learning
1616,2021-05-13,style,What We Learned From a Year of Crafting,make thing mask quilt ceramic mandala practical sometimes political response moment,article,News,,"['Quarantine (Life and Culture)', 'Handicrafts', 'Art', 'Do It Yourself', 'Sewing', 'Sculpture', 'Ceramics and Pottery', 'Quilts', 'your-feed-selfcare']",style
1617,2021-05-13,fashion,That ‘Ziwe’ Look,new showtime series ziwe fumudoh feminine wink style enable sharp comedy,article,News,,"['Television', 'Black People', 'Blacks', 'Fashion and Apparel', 'Dresses', 'Comedy and Humor', 'Content Type: Personal Profile', 'your-feed-fashion']",fashion
1618,2021-05-13,fashion,"Is He the Next Martha Stewart? ‘Not So Fast,’ Says Martha.",new book year stylish upstate farm ceramist christopher spitzmiller try mantle lifestyle pundit,article,News,,"['Books and Literature', 'Interior Design and Furnishings', 'Gardens and Gardening', 'Restoration and Renovation', 'Ceramics and Pottery', 'Geese', 'Content Type: Personal Profile']",fashion
1619,2021-05-13,nyregion,New York Is Reawakening. It Just Needs Its Tourists Back.,year stay away visitor trickle back city official business leader plot way lure large number,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Coronavirus Reopenings', 'Economic Conditions and Trends', 'Politics and Government', 'Advertising and Marketing']",nyregion
1620,2021-05-13,learning,Lesson of the Day: ‘‘‘Belonging Is Stronger Than Facts”: The Age of Misinformation’,lesson student learn social psychological factor contribute spread misinformation,article,News,,[],learning
1621,2021-05-13,business,Boeing Says F.A.A. Has Approved New Fix for 737 Max,troubled jet resume fly commercially united state late last year boeing ask airline last month stop fly plane potential electrical problem,article,News,,"['Boeing 737 Max Groundings and Safety Concerns (2019)', 'AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters']",business
1622,2021-05-13,world,Deaths of Mail-Order Pets in Mystery Boxes Set Off a Backlash in China,puppy kitten ship package country end dead distress infected spurring outrage,article,News,,"['Animal Abuse, Rights and Welfare', 'Breeding of Animals', 'E-Commerce', 'ANIMALS']",world
1623,2021-05-13,well,"Weekly Health Quiz: Weight-Loss Drugs, Psychedelics and Friends",test knowledge week health news,multimedia,Interactive Feature,,"['Medicine and Health', 'Weight', 'Obesity', 'Coronavirus (2019-nCoV)', 'LSD (Lysergic Acid Diethylamide)', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)', 'Mental Health and Disorders', 'Psychiatry and Psychiatrists', 'Children and Childhood', 'Teenagers and Adolescence']",well
1624,2021-05-13,books,Andrew McCarthy Harbors a Secret Fantasy to Play Fagin,approach appropriate age inability carry tune remain stumbling block dream appear unlikely realize,article,News,,"['Books and Literature', 'Writing and Writers', 'Content Type: Personal Profile', 'Actors and Actresses']",books
1625,2021-05-13,books,"En Route to the Best-Seller List, Oprah Was His Co-Pilot",bruce perry talk write book co author need introduction,article,List,,"['Books and Literature', 'Content Type: Personal Profile', 'Mental Health and Disorders', 'Psychiatry and Psychiatrists']",books
1626,2021-05-13,magazine,Judge John Hodgman on Using Bath Towels to Clean the Litter Box,wife think gross,article,News,,"['Cats', 'Comedy and Humor']",magazine
1627,2021-05-13,books,"To Understand Amazon, We Must Understand Jeff Bezos",amazon second book company brad stone focus singular c e,article,Review,,"['Books and Literature', 'Computers and the Internet', 'Workplace Environment', 'Cloud Computing']",books
1628,2021-05-13,magazine,Poem: The Price of History,poem primer moment history ruin,article,News,,['Poetry and Poets'],magazine
1629,2021-05-13,books,"Once Too Radical for Italy, Goliarda Sapienza Is Belatedly Getting Her Due",largely unrecognized lifetime 20th century italian actress turn writer consider feminist icon novel meeting positano publish english first time,article,News,,"['Books and Literature', 'Content Type: Personal Profile', 'Writing and Writers', 'Women and Girls']",books
1630,2021-05-13,realestate,"Stretching Their $700,000 Budget for a One-Bedroom in Lower Manhattan. Which Option Would You Choose? ",year rent downtown cave english transplant go look something inspire know many place available,multimedia,Interactive Feature,,"['Real Estate and Housing (Residential)', 'Quarantine (Life and Culture)', 'Content Type: Personal Profile']",realestate
1631,2021-05-13,learning,Do You Feel You’re Friends With Celebrities or Influencers You Follow Online?,role medium figure people know personally play life,article,News,,[],learning
1632,2021-05-13,magazine,How to Roller-Skate Backward,confidently go forward time learn skate reverse,article,News,,"['Coronavirus (2019-nCoV)', 'Content Type: Service']",magazine
1633,2021-05-13,opinion,"Even if You Think Discussing Aliens Is Ridiculous, Just Hear Me Out",contact u f civilization change,article,Op-Ed,,"['Space and Astronomy', 'United States Defense and Military Forces', 'Extraterrestrial Life', 'Science Fiction', 'Earth', 'Unidentified Flying Objects (UFO)', 'Planets']",opinion
1634,2021-05-13,nyregion,"Reimagining the Justice System, From Inside the Mayor’s Office",eric cumberbatch mission curb violence community outreach,article,News,,"['Police Reform', 'Firearms', 'Black Lives Matter Movement', 'Urban Areas']",nyregion
1635,2021-05-13,climate,Pipeline Hack Points to Growing Cybersecurity Risk for Energy System,energy infrastructure increasingly come assault analyst say attack cut fuel supply week wake call,article,News,,"['Electric Light and Power', 'Infrastructure (Public Works)', 'Cyberattacks and Hackers', 'Cyberwarfare and Defense', 'Computer Security', 'Extortion and Blackmail', 'Pipelines', 'Oil (Petroleum) and Gasoline', 'Global Warming', 'Greenhouse Gas Emissions', 'Energy and Power', 'United States Politics and Government']",climate
1636,2021-05-13,us,President of Key Teachers’ Union Shares Plea: ‘Schools Must Be Open’ in Fall,nation school fully open rise vaccination level teacher union get much blame randi weingarten hop carve path forward,article,News,,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Education (K-12)', 'Teachers and School Employees', 'Organized Labor']",us
1637,2021-05-13,sports,58 Strikeouts Without a Walk. Then Ball Four.,year ago corbin burnes e r thursday come covid injured list set major league strikeout record,article,News,,"['Baseball', 'Content Type: Personal Profile']",sports
1638,2021-05-13,opinion,Inside the Republican Anti-Transgender Machine,c l u attorney chase strangio coordinate strategy anti transgender bill introduce year,article,Op-Ed,,"['Law and Legislation', 'State Legislatures', 'School Discipline (Students)', 'Transgender and Transsexuals', 'United States Politics and Government']",opinion
1639,2021-05-13,opinion,How India Can Survive the Virus,vaccine alone win save country,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Disease Rates', 'Vaccination and Immunization', 'Shortages', 'Politics and Government']",opinion
1640,2021-05-13,upshot,Inflation Is Here. What Now?,price rise fast way seem temporary yet change expectation way reinforce,article,News,,"['United States Economy', 'Inflation (Economics)', 'Prices (Fares, Fees and Rates)', 'Shortages', 'Used Cars', 'Interest Rates']",upshot
1641,2021-05-13,opinion,The Anti-Abortion Movement Can’t Use This Myth Anymore,covid end inadvertently speed abortion progress america expose conservative hypocrisy way,article,Op-Ed,,"['Abortion', 'Abortion Drugs', 'Coronavirus (2019-nCoV)']",opinion
1642,2021-05-13,politics,‘A Perpetual Motion Machine’: How Disinformation Drives Voting Laws,former president donald j trump undermine public confidence election republican lawmaker defend vote restriction cite lack public confidence,article,News,,"['Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'States (US)', 'Law and Legislation', 'Absentee Voting', 'Voter Registration and Requirements', 'Politics and Government', 'State Legislatures', 'Polls and Public Opinion', 'United States Politics and Government', 'Presidential Election of 2020']",politics
1643,2021-05-13,arts,5 Things to Do This Weekend,critic writer select noteworthy cultural event experience virtually person new york city,article,News,,['Quarantine (Life and Culture)'],arts
1644,2021-05-13,business,How ‘Put That on Top Shot!’ Became a New N.B.A. Mantra,professional basketball player buy sell digital video highlight preach tech industry cryptocurrency gospel,article,News,,"['Basketball', 'Virtual Currency', 'Nonfungible Tokens (NFTs)', 'Video Recordings, Downloads and Streaming']",business
1645,2021-05-13,nyregion,Why Sexual Misconduct Is Unforgivable but Corruption Is Overlooked,candidate new york race mayor accuse wrongdoing urge drop race gain strength,article,News,,"['Elections, Mayors', 'Voting and Voters', 'Sexual Harassment', 'Corruption (Institutional)']",nyregion
1647,2021-05-13,politics,"As Trillions Flow Out the Door, Stimulus Oversight Faces Challenges",sprawling system mean police trillion dollar show sign strain watchdog waste fraud abuse,article,News,,"['Frauds and Swindling', 'Stimulus (Economic)', 'American Rescue Plan (2021)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Federal Aid (US)', 'United States Economy', 'United States Politics and Government', 'Inspectors General', 'Small Business', 'Credit and Debt']",politics
1648,2021-05-13,sports,"Winning Always Wins. Will Integrity Place, or Even Show?",ahead preakness horse race best know trainer mire controversy seem sport credibility go wire,article,News,,"['Horse Racing', 'Doping (Sports)', 'Kentucky Derby', 'Preakness Stakes', 'Jockeys, Drivers and Trainers']",sports
1649,2021-05-13,opinion,Antidepressants Almost Cost This Olympian Her Career,brenda martinez top track field athlete united state inadvertently test positive ban substance world anti dope agency rule,article,Op-Ed,,"['Doping (Sports)', 'Tests (Drug Use)', 'Olympic Games (2020)', 'Steroids', 'Olympic Games (2016)', 'Depression (Mental)', 'Mental Health and Disorders', 'Meat', 'ANTIDEPRESSANTS']",opinion
1650,2021-05-13,politics,White House Is Said to Quietly Push Change to D.C. Statehood Bill,deliberation long shot bill center electoral college vote constitution give seat government,article,News,,"['States (US)', 'United States Politics and Government', 'Appointments and Executive Changes', 'Law and Legislation', 'Constitution (US)', 'Electoral College', 'Constitutional Amendments']",politics
1651,2021-05-13,books,How Klobuchar and Hawley See Things When It Comes to Technology,senator opposite side aisle speak danger big tech new book weird really sound,article,News,,"['Books and Literature', 'Antitrust Laws and Competition Issues', 'United States Politics and Government', 'Law and Legislation', 'Corporations']",books
1652,2021-05-13,movies,What I Learned About Democracy From the Movies,film paint portrait america contradiction inconsistency outright delusion,article,News,,"['Movies', 'United States Politics and Government']",movies
1653,2021-05-13,travel,‘I Should Have Known Better’: Travel Planning in Uncertain Times,navigate new world travel planning unpredictable ever part itinerary,article,News,,"['Travel and Vacations', 'Quarantine (Life and Culture)', 'Hotels and Travel Lodgings']",travel
1654,2021-05-13,insider,When Sources Stand Together: Reporting on the Willows Inn,time food journalist reveal accusation misconduct restaurant washington state discuss employee come tell story,article,News,,"['Restaurants', 'Sexual Harassment', 'Workplace Hazards and Violations', 'News Sources, Confidential Status of', 'Newspapers']",insider
1655,2021-05-13,world,A City Under Siege: What the War Looks Like on Afghanistan’s Front Line,bullet taliban machine gun ricochet street afghan soldier wear heart kabul shirt take brief rest fight day night,article,News,,"['Afghanistan War (2001- )', 'United States Defense and Military Forces', 'Military Bases and Installations']",world
1656,2021-05-13,magazine,‘I Feel Like I’m Just Drowning’: Sophomore Year in a Pandemic,group high school student try desperately make isolated dire year,article,News,,"['Coronavirus (2019-nCoV)', 'Teenagers and Adolescence', 'Depression (Mental)', 'E-Learning', 'Education (Secondary)', 'Quarantine (Life and Culture)']",magazine
1657,2021-05-13,world,"As India’s Covid Crisis Rages, Its Neighbors Brace for the Worst",vaccine shortages porous border flee migrant worker nearby country fear share india fate,article,News,,"['Disease Rates', 'Coronavirus (2019-nCoV)', 'Foreign Workers', 'Travel Warnings', 'Labor and Jobs', 'Immigration and Emigration', 'Deaths (Fatalities)', 'Poverty', 'Vaccination and Immunization']",world
1658,2021-05-13,opinion,"My Child Asks, ‘Can Israel Destroy Our Building if the Power Is Out?’",good parent gaza mean develop knack israel drone next,article,Op-Ed,,"['Palestinians', 'War and Armed Conflicts']",opinion
1659,2021-05-13,nyregion,Spotlight Is on the Mayoral Candidates,chance struggle candidate break public safety police power almost certain arise contentious topic,article,briefing,,['Books and Literature'],nyregion
1660,2021-05-13,science,Should We Wear Masks for Cold and Flu Season?,wear mask sick common east asia tidy scientific consensus much limit spread respiratory illness,article,News,,"['Coronavirus Risks and Safety Concerns', 'Masks', 'Protective Clothing and Gear', 'Colds', 'Influenza']",science
1661,2021-05-13,world,Rolling Blackouts Hit Taiwan After Accident at Power Plant,several city include capital taipei affect outage grid failure southern city kaohsiung power restore evening,article,News,,"['Power Failures and Blackouts', 'Electric Light and Power']",world
1663,2021-05-13,podcasts,"The Israeli-Palestinian Crisis, Reignited",rocket airstrikes mob violence happen much bad get,article,News,,"['Defense and Military Forces', 'Palestinians', 'War and Armed Conflicts']",podcasts
1664,2021-05-13,business,Crackdown on Emissions ‘Defeat Devices’ Has Amateur Racers Up in Arms,recent court decision maker aftermarket part couple new possibility criminal charge jolt industry,article,News,,"['Clean Air Act', 'Fuel Emissions (Transportation)', 'Automobiles', 'Air Pollution', 'Suits and Litigation (Civil)', 'Automobile Racing']",business
1666,2021-05-13,briefing,Why Liz Cheney Matters,ouster sign republican party grow discomfort democracy,article,briefing,,[],briefing
1667,2021-05-13,us,‘A Measure of Peace’ for Families of Maryland Lynching Victims,dozen black men boy lynch state gov larry hogan pardon victim right horrific wrong,article,News,,"['Lynching', 'Black People', 'Blacks', 'Murders, Attempted Murders and Homicides', 'Amnesties, Commutations and Pardons']",us
1668,2021-05-13,business,Colonial Pipeline reports ‘substantial progress’ in restoring the flow of fuel.,gasoline price continue rise southeast complete return normal supply take day,article,News,,"['Pipelines', 'Extortion and Blackmail', 'Oil (Petroleum) and Gasoline']",business
1669,2021-05-13,business,Plan to Reduce Jobless Benefits Spreads to 16 States,move schedule june july affect roughly people,article,News,,"['United States Economy', 'Unemployment Insurance', 'Labor and Jobs', 'Unemployment', 'States (US)', 'Coronavirus (2019-nCoV)', 'Federal Aid (US)']",business
1670,2021-05-13,movies,‘Profile’ Review: Screen Sharing With Extremists,interaction journalist recruiter islamic state play screen hackneyed thriller,article,Review,,['Movies'],movies
1671,2021-05-13,movies,‘Los Hermanos/The Brothers’ Review: A Long-Deferred Duet,documentary musician sibling live cuba united state get chance tour together,article,Review,,"['Documentary Films and Programs', 'Classical Music', 'Content Type: Personal Profile']",movies
1672,2021-05-13,movies,‘Those Who Wish Me Dead’ Review: A Desperate Scramble to Survive,thriller star angelina jolie take time waste time,article,Review,,['Movies'],movies
1673,2021-05-13,movies,‘Enfant Terrible’ Review: I Can Sleep When I’m Dead,packed biographical film enfant terrible race keep blaze life filmmaker rainer werner fassbinder,article,Review,,['Movies'],movies
1674,2021-05-13,arts,‘Finding You’ Review: A Fiddler Falls in Love,dull young adult romance violinist spend semester abroad ireland meet famous dreamboat,article,Review,,['Movies'],arts
1675,2021-05-13,movies,‘Riders of Justice’ Review: Just Give Me a Reason,mads mikkelsen go berserk gleefully violent yet gold hearted deconstruction revenge thriller,article,Review,,['Movies'],movies
1676,2021-05-13,movies,"‘There Is No Evil’ Review: Condemned, One Way or Another",evil win golden bear berlin international film festival last year kinetic film ever make secret,article,Review,,"['Movies', 'Berlin International Film Festival']",movies
1677,2021-05-13,movies,‘Stop Filming Us’ Review: Wary of Their Close-Up,dutch documentarian joris postema congo set film aim reckon neocolonialism,article,Review,,"['Documentary Films and Programs', 'Race and Ethnicity']",movies
1678,2021-05-13,movies,"‘La Piscine’ Review: Pretty, Rich People Behaving Poorly",alain delon romy schneider jane birkin reason restoration french thriller worth watch,article,Review,,['Movies'],movies
1679,2021-05-13,movies,‘High Ground’ Review: Two Worlds Collide in the Outback,direct stephen johnson western set australia follow expected narrative,article,Review,,['Movies'],movies
1680,2021-05-13,movies,‘The Perfect Candidate’ Review: Paving the Way,haifaa al mansour craft story part family drama part parable female activism set saudi arabia,article,Review,,['Movies'],movies
1681,2021-05-13,movies,‘The Djinn’ Review: A Boy Whose Wish Comes True,film david charbonier justin powell trapping fairy tale fool,article,Review,,['Movies'],movies
1682,2021-05-13,movies,‘Rockfield: The Studio on the Farm’ Review: Rockers Ripping It Up,documentary explore welsh farm turn studio rockfield black sabbath stone rose others make music,article,Review,,"['Documentary Films and Programs', 'Pop and Rock Music', 'Audio Recordings, Downloads and Streaming']",movies
1683,2021-05-13,world,Train Workers’ Covid Bonus Offer Turns Out to Be a Phishing Test,pandemic related scam rise expert say company tread carefully cybersecurity exercise prompt anger britain,article,News,,"['Computer Security', 'Computers and the Internet', 'Phishing (Computer Fraud)', 'Coronavirus (2019-nCoV)', 'Railroads', 'Cyberattacks and Hackers', 'Workplace Hazards and Violations']",world
1684,2021-05-13,business,Elon Musk Makes a Hard Swerve on Bitcoin,sudden u turn tesla stop accept cryptocurrency payment,article,News,,"['Bitcoin (Currency)', 'American Rescue Plan (2021)', 'Interest Rates', 'Stimulus (Economic)', 'Capital Gains Tax']",business
1685,2021-05-13,style,What Kenzo Left Behind,auction estate kenzo takada die last year lot popular anyone expect,article,News,,"['Art', 'Fashion and Apparel', 'Design', 'Auctions', 'Wills and Estates']",style
1686,2021-05-13,arts,"Artists in a Post-George Floyd, Mid-Pandemic World",new exhibition mass moca create past year offer insight new normal,article,News,,"['Art', 'Museums', 'Quarantine (Life and Culture)', 'Demonstrations, Protests and Riots']",arts
1687,2021-05-13,business,McDonald’s to Increase Wages as Job Market Tightens,fast food company raise wage company restaurant move still fall short demand minimum wage hour,article,News,,"['Wages and Salaries', 'Minimum Wage', 'Hiring and Promotion', 'Fast Food Industry', 'Labor and Jobs', 'Workplace Hazards and Violations', 'Coronavirus (2019-nCoV)']",business
1688,2021-05-13,us,Shrunken Head Displayed in Georgia Was Returned to Ecuador,researcher mercer university macon ga authenticate head bring united state professor decade ago turn ecuadorean official,article,News,,"['Head (Body Part)', 'Research', 'Colleges and Universities', 'Mummies and Mummification', 'Museums']",us
1691,2021-05-13,sports,Brace Yourselves: The Knicks Are Going to the Playoffs,new york year postseason drought end celtic lose wednesday,article,News,,['Basketball'],sports
1692,2021-05-13,business,Why Cash Is Better Than Expanded Health Insurance for the Poor,cash transfer go directly people need health insurance expansion pay mainly care uninsured already receive economist say,article,News,,"['Health Insurance and Managed Care', 'Poverty', 'Hospitals', 'Medicaid', 'Patient Protection and Affordable Care Act (2010)', 'American Rescue Plan (2021)']",business
1693,2021-05-13,us,How Will California’s Arts Institutions Recover?,thursday conversation major cultural institution philanthropy aftermath pandemic,article,briefing,,"['Culture (Arts)', 'Coronavirus (2019-nCoV)']",us
1694,2021-05-13,arts,"Heirs Sue Over Ownership of a Pissarro, Saying It Was Seized by Nazis",claim paint anse des pilotes le havre take ancestor nazi file lawsuit atlanta recover,article,News,,"['Art', 'Arts and Antiquities Looting', 'Holocaust and the Nazi Era', 'Suits and Litigation (Civil)', 'Wills and Estates']",arts
1695,2021-05-13,t-magazine,The T List: Spring Beauty Guide,vitamin c serum luminous blush,article,News,,"['Content Type: Service', 'Cosmetics and Toiletries', 'Hair', 'Vitamin C', 'Beauty (Concept)']",t-magazine
1696,2021-05-13,realestate,On the Market in New York City,week property chelsea park slope riverdale,multimedia,Slideshow,,['Real Estate and Housing (Residential)'],realestate
1697,2021-05-13,realestate,On the Market in the New York Region,week property bedroom ramsey n j bedroom irvington n,multimedia,Slideshow,,['Real Estate and Housing (Residential)'],realestate
1698,2021-05-13,realestate,"Homes for Sale in Manhattan, Brooklyn and the Bronx",week property chelsea park slope riverdale,article,News,,['Real Estate and Housing (Residential)'],realestate
1699,2021-05-13,realestate,Homes for Sale in New York and New Jersey,week property bedroom ramsey n j bedroom irvington n,article,News,,['Real Estate and Housing (Residential)'],realestate
1700,2021-05-13,world,2 Climbers Die on Everest as Pandemic Rampages Through Nepal,climber swiss pakistani american perished high altitude death zone official rule coronavirus overwhelm country health system,article,News,,"['Mountaineering', 'Mountains', 'Accidents and Safety', 'ALTITUDE SICKNESS', 'Deaths (Fatalities)']",world
1701,2021-05-13,science,"At Mating Time, These Ants Carry Their Young Queen to a Neighbor’s Nest",royal matchmaking service help insect avoid inbreeding,article,News,,"['Ants', 'Reproduction (Biological)', 'Genetics and Heredity', 'Research', 'your-feed-science', 'your-feed-animals']",science
1702,2021-05-13,nyregion,The Electrification of New York City Vehicles,new york city sanitation department unveil fully electric street sweeper last week,multimedia,Interactive Feature,,"['Electric and Hybrid Vehicles', 'Fuel Emissions (Transportation)', 'Global Warming', 'Alternative and Renewable Energy', 'Waste Materials and Disposal', 'Fuel Efficiency']",nyregion
1704,2021-05-13,realestate,How Real Estate Blew Up in the Hamptons and Greenwich,wealthy area different market drive parallel boom,article,News,,"['Real Estate and Housing (Residential)', 'Coronavirus Reopenings']",realestate
1705,2021-05-13,business,Tesla’s U-turn on Bitcoin raises questions of the cryptocurrency’s stability.,elon musk say tesla stop accept bitcoin payment car cite environmental reason move send price cryptocurrency plunging,article,News,,"['Bitcoin (Currency)', 'Corporate Social Responsibility', 'Greenhouse Gas Emissions']",business
1706,2021-05-13,style,Can My Daughter Play With Unmasked Children?,reader ask advice deal neighbor enforce mask wear kid,article,News,,"['Customs, Etiquette and Manners', 'Content Type: Service']",style
1707,2021-05-13,arts,4 Art Gallery Shows to See Right Now,hassan hajjaj rockstars hanne darboven matrix digit patty chang list fear rachel rossin paint projection blend,article,News,,['Art'],arts
1708,2021-05-13,arts,Allison Russell Faces Her Past in Song,singer songwriter debut solo album child tell harrowing story survivor joy,article,News,,"['Content Type: Personal Profile', 'Pop and Rock Music', 'Folk Music', 'Sex Crimes', 'Child Abuse and Neglect']",arts
1709,2021-05-13,climate,Biden Administration to Repeal Trump Rule Aimed at Curbing E.P.A.’s Power,cost benefit rule limit way e p justify clean air regulation,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Air Pollution', 'Regulation and Deregulation of Industry']",climate
1710,2021-05-13,us,The Opportunists,louis menand monumental new study cold war culture success owe less vision purpose self promotion,audiocontainer,News,,[],us
1711,2021-05-13,us,What Richard Wright Knew,previously unpublished novel reveals bleak prescience race america,audiocontainer,News,,[],us
1712,2021-05-13,us,The Power of Refusal,new novel rachel cusk jhumpa lahiri woman struggle withdraw create,audiocontainer,News,,[],us
1713,2021-05-13,arts,National Gallery of Art Reopens With a New Vision: ‘For All the People’,museum new logo mantra director kaywin feldman move diversify collection staff,article,News,,"['Art', 'Museums', 'Coronavirus Reopenings', 'Black Lives Matter Movement', 'Race and Ethnicity']",arts
1714,2021-05-13,us,Remains Found 36 Years Ago in Montana Are Identified,dna analysis identify remains woman decade know christy crystal creek janet lee lucas last see spokane wash,article,News,,"['Forensic Science', 'Genealogy', 'Murders, Attempted Murders and Homicides', 'Missing Persons', 'Serial Murders', 'Teeth and Dentistry', 'DNA (Deoxyribonucleic Acid)']",us
1715,2021-05-13,arts,Review: ‘The Underground Railroad’ Weaves an Epic Vision,barry jenkins dreamlike adaptation colson whitehead railway real pain,article,Review,,['Television'],arts
1716,2021-05-13,movies,‘The Killing of Two Lovers’ Review: What Lies Beneath,veneer unusual marriage uncontrollable undercurrent everyone susceptible,article,Review,,['Movies'],movies
1717,2021-05-13,politics,"Biden says Colonial Pipeline is nearing ‘full operational capacity,’ and doesn’t rule out a counterattack.",president biden say united state pursue measure disrupt ability operate group hack,article,News,,"['United States Politics and Government', 'Cyberwarfare and Defense', 'Extortion and Blackmail', 'Cyberattacks and Hackers', 'Pipelines']",politics
1718,2021-05-13,sports,Stanford Faces Two Lawsuits for Decision to Cut Sports,suit last ditch effort athlete alumnus supporter save sport plan cut school year,article,News,,"['Title IX (Gender Discrimination Legislation)', 'Colleges and Universities', 'Suits and Litigation (Civil)']",sports
1719,2021-05-13,world,"For Israel and Hamas, Hard Choices Before Any Talks Could Begin",analyst think early de escalation succeed side first need forge narrative victory,article,News,,"['Palestinians', 'War and Armed Conflicts']",world
1721,2021-05-13,health,"Coronavirus Vaccines Protect Pregnant Women, Another Study Suggests",shot also benefit infant seem damage placenta accord late research,article,News,,"['Coronavirus (2019-nCoV)', 'Vaccination and Immunization', 'Pregnancy and Childbirth', 'Antibodies', 'Immune System', 'Breastfeeding', 'your-feed-healthcare', 'your-feed-health']",health
1722,2021-05-13,business,"Amid Economic Turmoil, Biden Stays Focused on Longer Term",president adviser push detailed argument yet long term benefit agenda remake american economy,article,News,,"['United States Economy', 'American Jobs Plan (2021)', 'American Rescue Plan (2021)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Labor and Jobs', 'United States Politics and Government', 'Taxation', 'Stimulus (Economic)', 'Infrastructure (Public Works)', 'Recession and Depression', 'Coronavirus (2019-nCoV)', 'Public-Private Sector Cooperation']",business
1723,2021-05-13,us,Tiger That Startled a West Houston Neighborhood Remains Missing,man link tiger last see sunday release jail wednesday charge evade arrest,article,News,,['Tigers'],us
1724,2021-05-13,sports,Baseball in Britain Confronts Issues With Sexism,sexist tweet refusal delete prompt general manager british woman national team resign protest sport want back,article,News,,"['Baseball', 'Women and Girls', 'Discrimination', 'Appointments and Executive Changes', 'Content Type: Personal Profile']",sports
1725,2021-05-13,world,Arab-Jewish coexistence in Israel suddenly ruptured.,mixed town lod home jew arab epicenter violence catch country surprise,article,News,,"['Demonstrations, Protests and Riots', 'Jews and Judaism', 'Arabs', 'Palestinians']",world
1726,2021-05-13,business,Middle-Class Pay Lost Pace. Is Washington to Blame?,new paper liberal economist present evidence policymakers help hold wage decade,article,News,,"['Wages and Salaries', 'Labor and Jobs', 'Productivity', 'United States Economy', 'Income Inequality', 'Economics (Theory and Philosophy)', 'Income', 'United States Politics and Government']",business
1727,2021-05-13,arts,"Billie Hayes, Memorable Witch on ‘H.R. Pufnstuf,’ Dies at 96",ms hayes quite cackle serve well number witchy role begin short lived much remember tv series,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Actors and Actresses', 'Television', 'Theater']",arts
1728,2021-05-13,podcasts,How Tina Turner Reclaimed Her Voice,rock star mind,multimedia,Interactive Feature,,"['Pop and Rock Music', 'Music']",podcasts
1729,2021-05-13,us,What Voters in Wyoming Say About Liz Cheney’s Lonely Stand,heavily republican state lone congresswoman defiance former president unpopular resident still stick tell truth proclaimed,article,News,,"['Elections, House of Representatives', 'Mines and Mining', 'Storming of the US Capitol (Jan, 2021)']",us
1730,2021-05-13,health,"Many Unvaccinated Latinos in the U.S. Want the Shot, New Survey Finds",issue access fear employment immigration consequence keep covid vaccination rate low finding suggest,article,News,,"['your-feed-science', 'Hispanic-Americans', 'Vaccination and Immunization', 'Polls and Public Opinion', 'your-feed-healthcare', 'Coronavirus (2019-nCoV)']",health
1731,2021-05-13,movies,‘Spiral: From the Book of Saw’ Review: Slicing Up Bad Apples,addition saw universe star chris rock misanthropic detective pit jigsaw copycat,article,Review,,['Movies'],movies
1732,2021-05-13,world,"Showing Little Contrition, David Cameron Faces U.K. Parliament in Lobbying Scandal",former prime minister frenetic work failing finance company cast harsh glare character ethic british public life,article,News,,"['Lobbying and Lobbyists', 'Politics and Government', 'Ethics and Official Misconduct', 'Content Type: Personal Profile']",world
1733,2021-05-13,business,"Spencer Silver, an Inventor of Post-it Notes, Is Dead at 80",create adhesive let small square note stick surface become ubiquitous office product ever conceive,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Inventions and Patents', 'Adhesives', 'Innovation', 'Office Supplies and Equipment', 'internal-storyline-no']",business
1734,2021-05-13,well,A Lingering Effect of the Pandemic: ‘Never-Ending’ Guilt,many felt unwarranted remorse thing control stop spiral,article,News,,"['Content Type: Service', 'Psychology and Psychologists', 'Emotions', 'Coronavirus (2019-nCoV)']",well
