date,category_id,category,headline,articles,url
2020-01-15,2,politics,The Word Female Presidential Candidates Have Been Hearing Over and Over,elizabeth warren confronted the idea of electability headon at the debate noting the men onstage had lost more than the women,https://www.nytimes.com/2020/01/14/us/politics/woman-president.html
2020-01-15,2,politics,Watch: Highlights from the Democratic Debate,six presidential candidates went headtohead in the final debate before the iowa caucuses,https://www.nytimes.com/video/us/politics/100000006921386/2020-democratic-debate-highlights.html
2020-01-15,2,politics,The Democrats All Disagree With Trump on Iran. Then It Gets Mushy.,the candidates were short on specifics at tuesdays debate when pressed on how they would accomplish their key foreign policy goals,https://www.nytimes.com/2020/01/14/us/politics/trump-iran-democratic-debate.html
2020-01-15,2,politics,Bernie Sanders and Elizabeth Warren Have a Public Fight Over a Private Remark,can a woman win in 2020 answering the electability question with election results,https://www.nytimes.com/2020/01/15/us/politics/sanders-warren-democratic-debate.html
2020-01-15,2,politics,Pence Observes Transfer of Remains of 2 Soldiers Killed in Afghanistan,a stop at dover air force base capped a day filled with a variety of appearances made by the vice president,https://www.nytimes.com/2020/01/15/us/politics/pence-soldiers-afghanistan.html
2020-01-15,2,politics,Video Captures Awkward Post-Debate Moment Between Sanders and Warren,after a debate during which senators elizabeth warren and bernie sanders clashed over a disputed remark the two exchanged words but did not shake hands audio of their brief discussion later emerged,https://www.nytimes.com/video/us/politics/100000006921705/warren-sanders-debate-handshake.html
2020-01-15,3,arts,What’s on TV Wednesday: An Adventure Series and ‘68 Whiskey’,expedition with steve backshall kicks off on pbs and a war comedydrama debuts on paramount network,https://www.nytimes.com/2020/01/15/arts/television/whats-on-tv-wednesday-an-adventure-series-and-68-whiskey.html
2020-01-15,0,opinion,Nigeria Is Haunted by Its Civil War,the conflicts legacy continues to hold the country captive half a century later,https://www.nytimes.com/2020/01/15/opinion/nigeria-civil-war-anniversary.html
2020-01-15,2,politics,Who Won the Debate? Experts Weigh In,there was little consensus on who won or lost but political strategists thought several moments stood out,https://www.nytimes.com/2020/01/15/us/politics/who-won-democratic-debate.html
2020-01-15,3,arts,Late Night Takes On the Warren-Sanders War of Words,in his defense back in 1919 bernie sanders was one of the first senators to support a womans right to vote jimmy kimmel joked,https://www.nytimes.com/2020/01/15/arts/television/late-night-colbert-democratic-debate.html
2020-01-15,1,world,A Japanese Politician Is Taking Paternity Leave. It’s a Big Deal.,shinjiro koizumi the son of a popular exprime minister was praised for setting an example for japans workaholic fathers,https://www.nytimes.com/2020/01/15/world/asia/japan-koizumi-paternity-leave.html
2020-01-15,0,opinion,Women May Finally Be Declared Equal,if the virginia legislature votes to ratify the equal rights amendment it may become law,https://www.nytimes.com/video/opinion/100000006907778/equal-rights-19th-amendment.html
2020-01-15,0,opinion,Andrew Yang Is Listening,mr yang interviews for the new york times endorsement,https://www.nytimes.com/interactive/2020/01/15/opinion/andrew-yang-nytimes-interview.html
2020-01-15,0,opinion,Amy Klobuchar on Plans vs. Pipe Dreams,ms klobuchar interviews for the new york timess endorsement,https://www.nytimes.com/interactive/2020/01/15/opinion/amy-klobuchar-nytimes-interview.html
2020-01-15,0,opinion,Winners and Losers of the Democratic Debate,our columnists and contributors give their rankings,https://www.nytimes.com/interactive/2020/01/15/opinion/democratic-debate-who-won.html
2020-01-15,0,opinion,Women May Finally Be Declared Equal,if the virginia legislature votes to ratify the equal rights amendment it may become law,https://www.nytimes.com/2020/01/15/opinion/equal-rights-19th-amendment.html
2020-01-15,3,arts,When Pina Bausch Made Tanz Into Tanztheater,bauschs pivotal 1977 work bluebeard with its relentless gender battles and powerful drama returns to the stage after a long gap,https://www.nytimes.com/2020/01/15/arts/dance/pina-bausch-bluebeard-revival.html
2020-01-15,2,politics,Trump Impeachment: What to Expect From the House and Senate Today,speaker nancy pelosi plans to name the impeachment managers on wednesday and the house is scheduled to vote to move the articles to the senate,https://www.nytimes.com/2020/01/15/us/politics/impeachment.html
2020-01-15,4,business,Nature Shows Are Hot Again,wildlifes global family appeal when the environment is the issue of the age gives netflix and its rivals a rich supply of new content,https://www.nytimes.com/2020/01/15/business/media/hot-nature-shows.html
2020-01-15,3,arts,Ed Ruscha: He Up and Went Home,the artist on the oklahoma roots of his new show that 525 million painting and meeting walt disney,https://www.nytimes.com/2020/01/15/arts/design/ed-ruscha.html
2020-01-15,1,world,Saudi Society Is Changing. Just Take a Look at These Coffeehouses.,as the government relaxes restrictions on men and women working and socializing together coffeehouses are on the front lines of change,https://www.nytimes.com/2020/01/15/world/middleeast/saudi-women-coffee-shops.html
2020-01-15,0,opinion,"Trump Gets His Trade Deal, China Gets the Win",china has suffered shortterm pain from the trade war but it stands to gain in the long term,https://www.nytimes.com/2020/01/15/opinion/china-trade-deal-trump.html
2020-01-15,0,opinion,Can Trump Actually Stop the Senate From Hearing From Witnesses?,in a word no,https://www.nytimes.com/2020/01/15/opinion/impeachment-trump-executive-privilege.html
2020-01-15,0,opinion,Warren and Klobuchar Teach the Boys a Lesson,at the democratic debate gender comes to the fore,https://www.nytimes.com/2020/01/15/opinion/iowa-democratic-debate.html
2020-01-15,4,business,How China Obtains American Trade Secrets,companies have long accused chinese rivals of swiping or seizing valuable technology beijing promises to ban those practices but enforcement could be tough,https://www.nytimes.com/2020/01/15/business/china-technology-transfer.html
2020-01-15,4,business,The U.S.-China Trade Deal Leaves Many Questions Unanswered,president trump and a top beijing official will meet today to sign an initial deal that eases the trade war but many issues remain unresolved,https://www.nytimes.com/2020/01/15/business/dealbook/trade-deal-us-china.html
2020-01-15,1,world,Iran’s President Lashes Out at Europeans Over Crumbling Nuclear Deal,with the government in tehran under pressure president hassan rouhani warned that european troops could be in danger,https://www.nytimes.com/2020/01/15/world/middleeast/iran-europe-nuclear-deal.html
2020-01-15,1,world,"Taal Volcano Eases, but Philippines Worries Worst Is to Come",the potential threat alarms a country that is no stranger to natural disasters like typhoons earthquakes mudslides tsunamis and floods,https://www.nytimes.com/2020/01/15/world/asia/taal-volcano-philippines.html
2020-01-15,2,politics,Debate Night: The ‘On Politics’ Breakdown,the last democratic debate before the iowa caucuses had high stakes  and low drama,https://www.nytimes.com/2020/01/15/us/politics/lisa-lerer-debate-breakdown.html
2020-01-15,4,business,"Trump Signs China Trade Deal, Putting Economic Conflict on Pause",an initial pact cooling tensions in an election year follows months of escalating tariffs and a trade war that seemed as if it would never end,https://www.nytimes.com/2020/01/15/business/economy/china-trade-deal.html
2020-01-15,3,arts,Whitney Houston and Nine Inch Nails Make the Rock & Roll Hall of Fame,the 2020 class includes the notorious big depeche mode the doobie brothers and trex dave matthews band motörhead and pat benatar did not make the cut,https://www.nytimes.com/2020/01/15/arts/music/rock-roll-hall-of-fame.html
2020-01-15,0,opinion,Russia Is at It Again,and trump deserves some responsibility,https://www.nytimes.com/2020/01/15/opinion/russia-burisma-trump.html
2020-01-15,1,world,Russian Premier Abruptly Quits Amid Swirl of Speculation on Putin,the unexpected move by prime minister dmitri a medvedev fueled speculation that president vladimir v putin is maneuvering to stay in power when his term ends in 2024,https://www.nytimes.com/2020/01/15/world/europe/medvedev-putin-russia.html
2020-01-15,3,arts,Bill Fay Was a Hidden Gem. One Musician Made Finding Him a Mission.,the english singer and songwriter now 76 has made as many studio albums this decade as in the previous six combined after a producer named joshua henry tracked him down,https://www.nytimes.com/2020/01/15/arts/music/bill-fay-countless-branches.html
2020-01-15,3,arts,"In Afghanistan, Being an Artist Is a Dangerous Job",despite the perils afghan artists have consistently portrayed their country and its many facets,https://www.nytimes.com/2020/01/15/arts/design/afghanistan-art-mucem.html
2020-01-15,1,world,"Will Big Ben Chime for Brexit? It’s a $650,000 Question",a campaign is underway to get the british parliaments great bell to ring when the country leaves the eu on jan 31 but there are hurdles the cost and repairs,https://www.nytimes.com/2020/01/15/world/europe/brexit-big-ben.html
2020-01-15,3,arts,"In Democratic Debate, the Candidates Mostly Kept the Gloves On",tv assumes that the biggest fights make the best debates tuesdays outing on cnn suggested what if they dont,https://www.nytimes.com/2020/01/15/arts/television/democratic-debate.html
2020-01-15,2,politics,How Impeachment Will Force Senators Off the Campaign Trail,despite a potential loss of momentum in their campaigns senators running for president say their presence at the senate trial is a constitutional obligation,https://www.nytimes.com/2020/01/15/us/politics/democratic-senators-impeachment.html
2020-01-15,1,world,She Was Known in China by Her Weight: 47 Pounds. Her Death Set Off Outrage.,the womans struggle made her a symbol of the effects of poverty and hunger and raised questions about philanthropy and government aid,https://www.nytimes.com/2020/01/15/world/asia/china-woman-dies-malnutrition.html
2020-01-15,2,politics,Zoe Lofgren: Impeachment Manager Is a Veteran of Two Impeachment Inquiries,in choosing ms lofgren speaker nancy pelosi put a seasoned eventempered ally on the team that will prosecute the houses case in the senate,https://www.nytimes.com/2020/01/15/us/politics/who-is-zoe-lofgren.html
2020-01-15,2,politics,Hakeem Jeffries: Impeachment Manager Is Democrats’ Messaging Guru,mr jeffries will help take the house democrats case for removing president trump to the senate,https://www.nytimes.com/2020/01/15/us/politics/who-is-hakeem-jeffries.html
2020-01-15,2,politics,Val Demings: Impeachment Manager Offers Law Enforcement Experience,ms demings a relatively junior member of congress from florida who had been a police chief has become a respected questioner on both the house judiciary and intelligence committees,https://www.nytimes.com/2020/01/15/us/politics/who-is-val-demings.html
2020-01-15,2,politics,Adam Schiff: Former Prosecutor Who Led Inquiry Will Helm Impeachment Team,in representative adam b schiff speaker pelosi has chosen a lead impeachment manager who knows the case against president trump but has become a lightning rod for republican critics,https://www.nytimes.com/2020/01/15/us/politics/who-is-adam-schiff.html
2020-01-15,2,politics,Jerrold Nadler: Impeachment Manager Will Tie Case to Constitution,mr nadler the chairman of the house judiciary committee will be the constitutional expert of the team of impeachment managers,https://www.nytimes.com/2020/01/15/us/politics/who-is-jerry-nadler.html
2020-01-15,2,politics,Jason Crow: Impeachment Manager Who Pressed to Launch Inquiry,the former army ranger was to take a highprofile role prosecuting house democrats case against president trump in the senate trial,https://www.nytimes.com/2020/01/15/us/politics/jason-crow.html
2020-01-15,1,world,England’s Only County Without a McDonald’s Is About to Get One,rutland by some accounts englands smallest county is home to a michelinstarred restaurant and various international offerings its council now says the fastfood outlet is welcome too,https://www.nytimes.com/2020/01/15/world/europe/rutland-england-mcdonalds.html
2020-01-15,0,opinion,Elizabeth Warren’s Smart Answer on ‘Electability’,she was right to push the conversation on gender and the presidency,https://www.nytimes.com/2020/01/15/opinion/warren-sanders-debate.html
2020-01-15,0,opinion,The ‘Immoral’ Killing of the Iranian General,a former nuremberg war crimes prosecutor says the american public deserves to know the truth,https://www.nytimes.com/2020/01/15/opinion/letters/us-iran-killing.html
2020-01-15,5,sports,Don’t Be Mad at Alex ‘Bald Eagle’ Caruso,in this weeks newsletter marc stein talks to lakers guard alex caruso about his allstar votes and explains whether nba players have to get a flu shot,https://www.nytimes.com/2020/01/15/sports/basketball/lakers-alex-caruso-lebron-james.html
2020-01-15,3,arts,Gustavo Dudamel Extends Contract With Los Angeles Philharmonic,the star conductor cemented his commitment to the orchestra after a period of administrative upheaval,https://www.nytimes.com/2020/01/15/arts/music/gustavo-dudamel-los-angeles-philharmonic.html
2020-01-15,0,opinion,The Final Debate Before the Iowa Caucuses,readers offer advice for the candidates dont go negative focus on the presidents shortcomings name your team,https://www.nytimes.com/2020/01/15/opinion/letters/democrats-debate.html
2020-01-15,3,arts,What to See Right Now in New York Art Galleries,nicky nodjoumis dreamy serial paintings albert oehlens mirror paintings clarity haynes portraits of breasts kim tschangyeuls abstract brand of pop art,https://www.nytimes.com/2020/01/15/arts/design/gallery-reviews-new-york.html
2020-01-15,2,politics,Sylvia Garcia: Impeachment Manager Is a Lawyer and Former Judge,the freshman democrat is one of the first two latina congresswomen from texas,https://www.nytimes.com/2020/01/15/us/politics/who-is-sylvia-garcia.html
2020-01-15,2,politics,"House Delivers Impeachment Charges to Senate, Paving the Way for a Trial",the house impeachment managers walked the articles of impeachment across the capitol after a longanticipated vote to start what promises to be a partisan impeachment trial of president trump,https://www.nytimes.com/2020/01/15/us/politics/impeachment-managers.html
2020-01-15,3,arts,"Review: David Attenborough Is Back, and He Brought the Walruses",seven worlds one planet the latest nature documentary extravaganza from the bbc natural history unit offers spectacular footage and a sense of déjà vu,https://www.nytimes.com/2020/01/15/arts/television/review-seven-worlds-one-planet.html
2020-01-15,2,politics,"Warren Told Sanders After Debate, ‘I Think You Called Me a Liar on National TV’",you called me a liar bernie sanders responded as the candidates sudden clash injected new uncertainty into the democratic presidential race,https://www.nytimes.com/2020/01/15/us/politics/sanders-warren-debate-handshake.html
2020-01-15,2,politics,Elizabeth Warren Confronts the Skeptics Who Fear Her Plans Go Too Far,in the early fall ms warren seemed to be the democratic candidate to beat in iowa but many voters have had second thoughts over how her sweeping agenda would sell against president trump,https://www.nytimes.com/2020/01/15/us/politics/elizabeth-warren-iowa.html
2020-01-15,1,world,Europe’s Gamble: Can It Save Iran Deal by Threatening to Kill It?,a risky strategy to keep the nuclear agreement alive could backfire badly but no one else is even trying europeans argue,https://www.nytimes.com/2020/01/15/world/europe/europe-iran-nuclear-deal.html
2020-01-15,2,politics,Key Moments as House Formally Sent Impeachment Articles Against Trump to Senate,house democrats spent the day preparing to cede control of the impeachment process to the republicanled senate for a trial,https://www.nytimes.com/2020/01/15/us/politics/house-impeachment.html
2020-01-15,5,sports,Carlos Beltran’s Future Is Murky After Scandal Claims 2 Managers’ Jobs,mlb found that beltran was a key part of the astros plan to steal pitching signs but since he was a player he wasnt punished and it could give the mets a path toward keeping him,https://www.nytimes.com/2020/01/15/sports/baseball/carlos-beltran-astros-cheating-scandal.html
2020-01-15,3,arts,Michelle Dorrance Will Turn Jacob’s Pillow Into a Forest of Tappers,for the 2020 festival dorrance dance will be featured in performances and pop up interventions all over the campus,https://www.nytimes.com/2020/01/15/arts/dance/michelle-dorrance-will-turn-jacobs-pillow-into-a-forest-of-tappers.html
2020-01-15,3,arts,Some Collectors Take a D.I.Y. Approach; Others Call in the Pros,in this case the artlovers own storage and shipping centers that meet all their needs to rotate hang and pack away their pieces,https://www.nytimes.com/2020/01/15/arts/design/show-us-your-wall-guttman.html
2020-01-15,4,business,Must You Say Hello to Your Co-Workers?,well it all depends on the time of day plus the terrible peril of taking computers to a meeting,https://www.nytimes.com/2020/01/15/business/best-way-to-greet-someone.html
2020-01-15,4,business,What’s in (and Not in) the U.S.-China Trade Deal,the agreement includes some wins for president trump but implementing and enforcing the deal could be difficult,https://www.nytimes.com/2020/01/15/business/economy/china-trade-deal-text.html
2020-01-15,4,business,7.3 Million Watched Democrats Debate in Iowa as First Votes Loom,ratings results from the debate in iowa,https://www.nytimes.com/2020/01/15/business/media/iowa-democratic-debate-cnn-ratings.html
2020-01-15,5,sports,Luke Kuechly Joins N.F.L.’s Under-30 Retirees Club,the carolina panthers star linebacker joins a wave of stars  including rob gronkowski andrew luck and calvin johnson  who chose their health over footballs warrior culture,https://www.nytimes.com/2020/01/15/sports/football/luke-kuechly-concussions-retire.html
2020-01-15,1,world,Peru Deports 5 Tourists Accused of Damaging Machu Picchu Temple,a sixth man will appear in court after the group caused a piece of a stone wall to fall and crack the floor the authorities said,https://www.nytimes.com/2020/01/15/world/americas/machu-picchu-tourist-arrests.html
2020-01-15,4,business,"Trump Tried to Kill Anti-Bribery Rule He Deemed ‘Unfair,’ New Book Alleges",the president asked administration officials to help kill the foreign corrupt practices act according to a new book from two washington post reporters,https://www.nytimes.com/2020/01/15/business/economy/trump-bribery-law.html
2020-01-15,1,world,Iranian Chess Official Fears Going Home Over Hijab Photo,shohreh bayat said she was afraid of returning to iran after an image of her at a chess tournament abroad seemed to show her not wearing a hijab,https://www.nytimes.com/2020/01/15/world/middleeast/Shohreh-Bayat-hijab-chess.html
2020-01-15,2,politics,"F.B.I.’s Proposed Fixes Are Inadequate, Expert Tells Surveillance Court",the fallout continues from an inspector generals findings that the bureau botched wiretap applications in the russia investigation,https://www.nytimes.com/2020/01/15/us/politics/david-kris-fisa-fbi.html
2020-01-15,1,world,‘Megxit’ Is the New Brexit in a Britain Split by Age and Politics,the debate over harry and meghans push for greater independence from royal life is uncannily like the brexit debate with young liberals favoring the couple and older conservatives backing the queen,https://www.nytimes.com/2020/01/15/world/europe/harry-meghan-megxit-brexit.html
2020-01-15,2,politics,Pelosi Taps Diverse Team of Impeachment Managers With Legal Credentials,the group of democratic lawmakers preparing to press the case against president trump is about half as large as and far more diverse than the team that prosecuted president bill clinton,https://www.nytimes.com/2020/01/15/us/politics/who-are-the-impeachment-managers.html
2020-01-15,1,world,U.S. Military Resumes Joint Operations With Iraq,the decision to restart military operations in iraq came less than two weeks after iraqs parliament voted to expel all american forces from iraq,https://www.nytimes.com/2020/01/15/world/middleeast/us-military-iraq.html
2020-01-15,2,politics,The Big Risk Warren Took on the Question of a Female President,tackling gender can often perpetuate gender biases,https://www.nytimes.com/2020/01/15/us/politics/warren-politics-gender.html
2020-01-15,1,world,Turkey Restores Wikipedia After More Than 2-Year Ban,the countrys top court had ruled that the move was unconstitutional,https://www.nytimes.com/2020/01/15/world/europe/turkey-wikipedia-access-restored.html
2020-01-15,4,business,U.S. Energy Industry Looks for Clarity in China Trade Deal,oil and gas companies may see an export revival from the accord but they seek commitments that tariffs will be dropped,https://www.nytimes.com/2020/01/15/business/energy-environment/china-trade-deal-energy.html
2020-01-15,1,world,Putin’s Power Shake-up: Here Are Six Takeaways,is vladimir putin russias president for life maybe but hes still observing the niceties,https://www.nytimes.com/2020/01/15/world/europe/russia-putin-government.html
2020-01-16,0,opinion,Why Questions on Women Candidates Strike a Nerve,many americans say they are ready to elect a woman president but they are not so sure their neighbors are,https://www.nytimes.com/2020/01/15/opinion/sanders-warren-women-president.html
2020-01-16,5,sports,Zion Williamson Seems Just Days From His Official N.B.A. Debut,the former duke star who is in his rookie season for the pelicans is set to play his first regularseason nba game on jan 22,https://www.nytimes.com/2020/01/15/sports/basketball/zion-williamson-pelicans-injury-return.html
2020-01-16,2,politics,Trump Basks in Trade Victory With Corporate Friends,a white house signing ceremony turned into a love fest for the megarich,https://www.nytimes.com/2020/01/15/us/politics/trump-basks-in-trade-victory-with-corporate-friends.html
2020-01-16,5,sports,"After Painful Divorces for Red Sox and Astros, Will the Mets Follow Suit?",boston and houston fired their managers over their roles in a cheating scandal carlos beltrans involvement gives his new employer a difficult decision,https://www.nytimes.com/2020/01/15/sports/baseball/cora-hinch-beltran-cheating-scandal.html
2020-01-16,5,sports,L.S.U. Examines Whether Odell Beckham Jr. Gave Cash to Players,after the tigers won the national championship beckham a former lsu player was recorded counting apparent cash on the field and giving bills to at least one player,https://www.nytimes.com/2020/01/15/sports/ncaafootball/odell-beckham-lsu-cash.html
2020-01-16,2,politics,Trump Falsely Calls China Trade Agreement ‘Biggest Deal There Is’,the initial deal between the united states and china is eclipsed by several others in size  including one negotiated under his administration,https://www.nytimes.com/2020/01/15/us/politics/trump-china-trade-deal-fact-check.html
2020-01-16,0,opinion,Some Wins for the Women,just block donald trump out of your mind,https://www.nytimes.com/2020/01/15/opinion/debate-biden-women.html
2020-01-16,2,politics,Trump Attaches Severe Restrictions to Puerto Rico’s Long-Delayed Disaster Aid,days after the island was hit by a 59magnitude earthquake the white house released billions in aid but placed limits on how it can be spent,https://www.nytimes.com/2020/01/15/us/politics/trump-puerto-rico-disaster-aid.html
2020-01-16,0,opinion,Want to Stop Australia’s Fires? Listen to Aboriginal People,our ancestors survived in a fireprone landscape for millenniums we can learn from their techniques,https://www.nytimes.com/2020/01/15/opinion/australia-fires-aboriginal-people.html
2020-01-16,1,world,"Migrant Caravan Embarks From Honduras, Posing Challenge to Region",such caravans have angered president trump who has tried to compel his regional counterparts to step up their enforcement efforts,https://www.nytimes.com/2020/01/15/world/americas/migrant-caravan-honduras.html
2020-01-16,2,politics,Impeachment Briefing: Meet the Managers,nancy pelosi selected seven house democrats to prosecute the case against president trump in the senate,https://www.nytimes.com/2020/01/15/us/politics/impeachment-briefing-meet-the-managers.html
2020-01-16,4,business,China Renews Its ‘Belt and Road’ Push for Global Sway,deals by chinese companies to build ports telecom networks and other infrastructure in poor countries have picked up alarming some in the west,https://www.nytimes.com/2020/01/15/business/china-belt-and-road.html
2020-01-16,0,opinion,"To Beat Trump, Put Ideals Before Ideas",voters in this presidential election are more concerned with the candidates values than their proposals,https://www.nytimes.com/2020/01/15/opinion/trump-2020-election.html
2020-01-16,4,business,Trump Tax Break That Benefited the Rich Is Being Investigated,the treasury departments watchdog said it was looking into the opportunity zone program a multibilliondollar tax break that is supposed to help lowincome areas,https://www.nytimes.com/2020/01/15/business/trump-opportunity-zone-investigation.html
2020-01-16,5,sports,"Rocky Johnson, Pro Wrestler Who Trained His Son the Rock, Dies at 75",johnson battled racism early on and introduced dwayne johnson to professional wrestling years before he became a famous actor,https://www.nytimes.com/2020/01/15/sports/rocky-johnson-dead.html
2020-01-16,1,world,Japan and Thailand Confirm New Cases of Chinese Coronavirus,the two new patients will add to fears that the virus will spread further outside chinas borders,https://www.nytimes.com/2020/01/15/world/asia/coronavirus-japan-china.html
2020-01-16,2,politics,"Lev Parnas, Key Player in Ukraine Affair, Completes Break With Trump and Giuliani",in an interview he said the president knew everything about the effort to push ukraine to investigate the bidens and the 2016 election,https://www.nytimes.com/2020/01/15/us/politics/lev-parnas-ukraine-trump-giuliani.html
2020-01-16,5,sports,Conor McGregor Silent When Asked About Sexual Assault Investigations,at a news conference the ufc star got help turning aside a question about two investigations in ireland,https://www.nytimes.com/2020/01/15/sports/conor-mcgregor-ufc-246.html
2020-01-16,3,arts,What’s on TV Thursday: ‘Grace and Frankie’ and ‘Grown-Ish’,lily tomlin and jane fonda are back in a new season of grace and frankie on netflix and on freeform grownish begins its junior year,https://www.nytimes.com/2020/01/16/arts/television/whats-on-tv-thursday-grace-and-frankie-and-grown-ish.html
2020-01-16,2,politics,Trump Impeachment: What to Watch For Today,the house impeachment managers will read the charges against president trump in the senate and the chief justice of the supreme court and every senator will swear to do impartial justice,https://www.nytimes.com/2020/01/16/us/politics/president-trump-impeachment-trial.html
2020-01-16,0,opinion,A Sultan Dies. Can His Singular Diplomacy Survive?,america and iran iran and israel saudis and houthis sunnis and shiites  the ruler of oman shuttled between them all,https://www.nytimes.com/2020/01/16/opinion/sultan-qaboos-oman.html
2020-01-16,1,world,U.S. and Iran Are Trolling Each Other — in China,on chinese social media where diplomatic rows rarely break into view people have watched with fascination as the two countries embassies trade barbs,https://www.nytimes.com/2020/01/16/world/asia/china-iran-us-weibo.html
2020-01-16,4,business,Trump Hopes Trade Deals Will Boost Growth. Experts Are Skeptical.,trump administration officials say the phase 1 deal signed wednesday will promote growth many economic forecasters are less optimistic,https://www.nytimes.com/2020/01/16/business/trade-deals-economy.html
2020-01-16,5,sports,N.H.L. Draft Pick Inspires Dreams as Big as the Yukon,dylan cozens became only the fourth yukonbred player drafted to the nhl last year giving juniors in his remote hometown a path to follow,https://www.nytimes.com/2020/01/16/sports/hockey/yukon-dylan-cozens.html
2020-01-16,3,arts,"Colbert on Ukraine Evidence: ‘You Don’t Write the Crime Down, You Dummy’",stephen colbert reviewed the material handed over by a rudy giuliani associate it didnt help that the next note was leave paper trail of impeachable offenses,https://www.nytimes.com/2020/01/16/arts/television/late-night-stephen-colbert-ukraine.html
2020-01-16,0,opinion,Deval Patrick Says the Race Is Just Getting Started,mr patrick interviews for the new york times endorsement,https://www.nytimes.com/interactive/2020/01/16/opinion/deval-patrick-nytimes-interview.html
2020-01-16,0,opinion,Pete Buttigieg Says He’s More Than a Résumé,mr buttigieg interviews for the new york timess endorsement,https://www.nytimes.com/interactive/2020/01/16/opinion/pete-buttigieg-nytimes-interview.html
2020-01-16,0,opinion,Why Is Carlos Ghosn Afraid of the Japanese Justice System?,one concern he and others cite is the countrys 99 percent conviction rate in criminal cases,https://www.nytimes.com/2020/01/16/opinion/carlos-ghosn-japan.html
2020-01-16,0,opinion,Another Disability Disaster in the Making,the trump administrations social security proposal would repeat one of ronald reagans most damaging mistakes,https://www.nytimes.com/2020/01/16/opinion/trump-disability.html
2020-01-16,0,opinion,‘The View’ Has a Meghan McCain Problem,the daytime cohosts heated bipartisan debates are played down as disagreement among friends but the strain for civility is tiring,https://www.nytimes.com/2020/01/16/opinion/the-view-meghan-mccain.html
2020-01-16,0,opinion,Who Will Be Left Standing in the Supreme Court?,the trump administration is doing its best to kick plaintiffs out of lawsuits it opposes,https://www.nytimes.com/2020/01/16/opinion/supreme-court-trump.html
2020-01-16,0,opinion,The Anti-Israel Craze Hits High School,a movement to demonize israel corrupts the academy,https://www.nytimes.com/2020/01/16/opinion/antisemitism-college.html
2020-01-16,5,sports,When Titles Are Tarnished by Cheating but Not Taken Away,the houston astros signstealing scheme could be the apex of the cheating era or maybe thats just the way things are now in sports,https://www.nytimes.com/2020/01/16/sports/astros-cheating-world-series.html
2020-01-16,0,opinion,Could Bernie Sanders Win It All?,and when did the future get so grim,https://www.nytimes.com/2020/01/16/opinion/the-argument-bernie-sanders-2020.html
2020-01-16,3,arts,Can ‘Star Trek’ Chart a Way Forward?,with picard a spinoff following patrick stewarts starfleet officer the franchise is trying to rediscover its place in a universe it effectively invented,https://www.nytimes.com/2020/01/16/arts/television/star-trek-picard.html
2020-01-16,1,world,"In Huawei Battle, China Threatens Germany ‘Where It Hurts’: Automakers",vw daimler and bmw sell more cars in china than anywhere else and many already cooperate with huawei  a dependency beijing is not shy to exploit,https://www.nytimes.com/2020/01/16/world/europe/huawei-germany-china-5g-automakers.html
2020-01-16,1,world,"Reducing Fire, and Cutting Carbon Emissions, the Aboriginal Way",as blazes rage in southern australia indigenous fireprevention techniques that have sharply cut destructive bushfires in the north are drawing new attention,https://www.nytimes.com/2020/01/16/world/australia/aboriginal-fire-management.html
2020-01-16,5,sports,Coco Gauff Will Have a Familiar First-Round Opponent: Venus Williams,the 15yearold american who beat williams in the first round at wimbledon last year will face her again at the australian open,https://www.nytimes.com/2020/01/16/sports/tennis/australian-open.html
2020-01-16,3,arts,"After ‘Please Like Me,’ Josh Thomas’s New Show Is All Fiction",everythings gonna be okay is not based on the australian comedians life but his dark droll humor remains,https://www.nytimes.com/2020/01/16/arts/television/everythings-gonna-be-okay.html
2020-01-16,4,business,Winners and Losers of the Trade Deal,president trump and a top chinese official signed a longawaited phaseone trade deal yesterday heres who benefited and who was left out in the cold,https://www.nytimes.com/2020/01/16/business/dealbook/trade-deal-us-china.html
2020-01-16,3,arts,‘Party of Five’ and ‘Little America’: Immigrant Stories That Get the Job Done,the new series explore the timeliness and timelessness of immigrant experiences,https://www.nytimes.com/2020/01/16/arts/television/little-america-party-of-five-review.html
2020-01-16,1,world,Ukraine Investigates Trump Allies Amid Reports of Surveillance of Marie Yovanovitch,newly released documents suggest that ms yovanovitch was being watched in kyiv while she was the american ambassador there,https://www.nytimes.com/2020/01/16/world/europe/ukraine-yovanovitch-investigation.html
2020-01-16,4,business,A Trade Deal Meant to Heal Rifts Could Actually Make Them Worse,the new deal between the united states and china leaves untouched the thorniest issues driving the two economic giants apart solving them could take years,https://www.nytimes.com/2020/01/16/business/us-china-trade.html
2020-01-16,3,arts,The Overlooked History of Women at Work,a grolier club exhibition explores 500 years of women as scientists midwives writers activists undertakers and more,https://www.nytimes.com/2020/01/16/arts/design/womens-work-grolier-club.html
2020-01-16,1,world,Russian Parliament Approves Putin’s Pick for Prime Minister,the elevation of the littleknown mikhail v mishustin came a day after president vladimir v putin proposed revising the constitution in ways that could help him remain in power indefinitely,https://www.nytimes.com/2020/01/16/world/europe/mikhail-mishustin.html
2020-01-16,1,world,Taliban Offer to Reduce Violence in Afghanistan Ahead of Deal With U.S.,reducing violence levels is seen as crucial to paving way for finalizing a peace agreement the united states and taliban have been negotiating over the past year,https://www.nytimes.com/2020/01/16/world/asia/afghanistan-taliban-agreement.html
