date,url,headline,articles,doc_type,material_type,section,keywords,label
2020-01-14,https://www.nytimes.com/2020/01/14/us/wisconsin-voter-purge.html,"In Closely Divided Wisconsin, the Battle for Votes Is Already Underway","A legal challenge over who can vote in Wisconsin has set off a furious fight, a reflection of political tension in a pivotal state for the presidential race.",article,News,,"['Voter Registration and Requirements', 'Decisions and Verdicts', 'Presidential Election of 2020']",us
2020-01-14,https://www.nytimes.com/2020/01/14/us/supreme-court-bridgegate.html,Supreme Court Appears Skeptical of ‘Bridgegate’ Prosecution,Justices across the ideological spectrum seemed wary of allowing prosecutions based on officials’ misrepresentations about the reasons for their actions.,article,News,,"['George Washington Bridge Scandal (2013)', 'Corruption (Institutional)', 'Politics and Government']",us
2020-01-14,https://www.nytimes.com/2020/01/14/arts/television/review-everythings-gonna-be-okay.html,"‘Everything’s Gonna Be Okay’ Review: Half-Siblings, Whole Family",The latest from Josh Thomas is a charming variation on the orphans-raising-one-another scenario.,article,Review,,['Television'],arts
2020-01-14,https://www.nytimes.com/2020/01/14/opinion/letters/jimmy-carter-trump.html,An Aide’s View: Jimmy Carter as ‘the Anti-Trump’,A former adviser writes that “the image of Jimmy Carter as a weak president defies reality.”,article,Letter,,['United States Politics and Government'],opinion
2020-01-14,https://www.nytimes.com/2020/01/14/dining/gladys-bourdain-dead.html,"Gladys Bourdain, Who Helped Her Son Reach an Audience, Dies at 85","A Times copy editor, she kick-started Anthony Bourdain’s career when she helped him get a tell-all article about the restaurant world published in The New Yorker.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Restaurants', 'Books and Literature', 'Writing and Writers']",dining
2020-01-14,https://www.nytimes.com/2020/01/14/health/minimum-wage-suicide.html,"Minimum Wage Raises Could Lower Suicide Rates, Study Says","It was the latest study to suggest that effects of wage increases reach beyond economic welfare, but some experts pushed back on the findings.",article,News,,"['Minimum Wage', 'Suicides and Suicide Attempts', 'Research', 'United States Politics and Government', 'Labor and Jobs', 'Wages and Salaries']",health
2020-01-14,https://www.nytimes.com/2020/01/14/opinion/letters/houston-astros-cheating.html,Strip the World Series Title From the Astros,"A reader says that’s the best way to restore integrity to the game after the sign-stealing scandal. Also: Tax all tobacco products; the University of Phoenix, on adult learning.",article,Letter,,"['Baseball', 'Cheating', 'E-Cigarettes', 'Smoking and Tobacco', 'Colleges and Universities']",opinion
2020-01-14,https://www.nytimes.com/2020/01/14/dining/godiva-chocolate.html,These Godiva Chocolates Are Meant for Home Cooks,The candymaker has released a new line of chocolates designed for home kitchens.,article,News,,"['Chocolate', 'Cooking and Cookbooks']",dining
2020-01-14,https://www.nytimes.com/video/world/middleeast/100000006920114/iran-plane-missile-video.html,Ukraine Flight 752: New Video Shows First Missile Hit Plane,"A new video, verified by The New York Times, shows that the Iranian military launched two missiles at the passenger jet in around 30 seconds. The plane, ablaze, continued flying for several minutes before crashing and killing all 176 people on boa...",multimedia,Video,,"['Ukraine International Airlines Flight 752', 'Aviation Accidents, Safety and Disasters', 'Defense and Military Forces', 'Video Recordings, Downloads and Streaming', 'Missiles and Missile Defense Systems']",world
2020-01-14,https://www.nytimes.com/2020/01/14/world/iran-plane-crash-video.html,New Video Shows Two Iranian Missiles Hit Ukrainian Plane,"Security camera footage verified by The New York Times shows that two missiles fired 30 seconds apart took down Flight 752, killing all aboard.",article,News,,"['Ukraine International Airlines Flight 752', 'Aviation Accidents, Safety and Disasters', 'Video Recordings, Downloads and Streaming']",world
2020-01-14,https://www.nytimes.com/2020/01/14/world/asia/taal-volcano.html,A Homecoming at Taal Volcano: ‘Everything’s Gone in the Blink of an Eye.’,"At least 30,000 people have fled since a mammoth eruption in the Philippines, and a new blast is feared. These islanders went back anyway.",article,News,,"['Volcanoes', 'Evacuations and Evacuees']",world
2020-01-14,https://www.nytimes.com/2020/01/14/style/tiny-modern-love-stories-i-taught-her-how-to-amputate-a-leg.html,Tiny Love Stories: ‘I Taught Her How to Amputate a Leg’,"Modern Love in miniature, featuring reader-submitted stories of no more than 100 words.",article,News,,"['Love (Emotion)', 'Modern Love (Times Column)', 'Dating and Relationships']",style
2020-01-14,https://www.nytimes.com/2020/01/14/us/politics/george-nader-guilty-plea.html,A Mueller Report Witness Pleads Guilty to Child Pornography Possession Charges,"George Nader, a Lebanese-American businessman, also pleaded guilty to a child sex trafficking charge on Monday in federal court.",article,News,,"['Child Abuse and Neglect', 'Human Trafficking', 'Child Pornography', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']",politics
2020-01-14,https://www.nytimes.com/2020/01/14/arts/edith-wharton-the-age-of-innocence.html,Edith Wharton’s ‘The Age of Innocence’ Comes Home,"Her copy of the sixth printing of the book, from 1921, has been donated to the library of the Mount, her home in Lenox, Mass.",article,News,,"['Books and Literature', 'Mount, The (Lenox, Mass)', 'Museums', 'Libraries and Librarians', 'Collectors and Collections']",arts
2020-01-14,https://www.nytimes.com/2020/01/14/sports/baseball/alex-cora-cheating-scandal.html,Alex Cora Helped the Astros Cheat. Will He Face Similar Penalties?,"Cora, the Boston Red Sox manager, helped design the Astros’ cheating operation in 2017, when he was their bench coach. Now M.L.B. is turning its attention to his role in the scheme.",article,News,,"['Baseball', 'Coaches and Managers', 'Cheating']",sports
2020-01-14,https://www.nytimes.com/2020/01/14/us/politics/celebrity-democratic-endorsements.html,"The Celebrity Primary: Danny Glover, Judge Judy, Mandy Moore and a Still-Crowded 2020 Field",Hollywood stars are making their way to Iowa and South Carolina. Will they change anyone’s mind?,article,News,,['Presidential Election of 2020'],politics
2020-01-14,https://www.nytimes.com/2020/01/14/arts/dance/gregory-maqoma.html,"For This Choreographer, the Traditional Is Contemporary","New York is getting to know the work of Gregory Maqoma, which borrows from Western and South African traditions.",article,News,,['Dancing'],arts
2020-01-14,https://www.nytimes.com/video/opinion/100000006831435/music-and-clowns.html,Music and Clowns,What I wish people understood about having a family member with Down syndrome.,multimedia,Video,,"['Down Syndrome', 'Families and Family Life']",opinion
2020-01-14,https://www.nytimes.com/2020/01/14/opinion/down-syndrome.html,‘You’re a Complete Mystery to Me’: Meet My Brother Jamie,What I wish people understood about having a family member with Down syndrome.,article,Op-Ed,,['Down Syndrome'],opinion
2020-01-14,https://www.nytimes.com/2020/01/14/dining/nyc-restaurant-news.html,Pig and Khao Chef Unveils Her Latest in Chelsea,"A home-style Mexican restaurant in Bedford-Stuyvesant, Brooklyn, pozole from Fany Gerson and Danny Mena, and more news.",article,News,,['Restaurants'],dining
2020-01-14,https://www.nytimes.com/2020/01/14/world/asia/china-human-rights-watch.html,"China Uses Growing Clout to Stifle Critics Abroad, Rights Group Says",The head of Human Rights Watch had planned to release a report in Hong Kong. Then he was barred from entering the territory.,article,News,,['Human Rights and Human Rights Violations'],world
2020-01-14,https://www.nytimes.com/2020/01/14/arts/music/review-rosa-feola.html,"Review: In a Flat World, a Soprano Conjures Italy","Rosa Feola, a fast-rising young singer, presented herself as the exponent of a rich national heritage at the Park Avenue Armory.",article,Review,,['Opera'],arts
2020-01-14,https://www.nytimes.com/2020/01/14/opinion/healthcare-choice-democratic-debate.html,How the Health Insurance Industry (and I) Invented the ‘Choice’ Talking Point,It was always misleading. Now Democrats are repeating it.,article,Op-Ed,,"['Health Insurance and Managed Care', 'United States Politics and Government', 'Political Advertising', 'Lobbying and Lobbyists', 'Primaries and Caucuses', 'Public Relations and Publicity']",opinion
2020-01-14,https://www.nytimes.com/2020/01/14/briefing/iran-burisma-taal-volcano-australian-open.html,"Iran, Burisma, Taal Volcano: Your Wednesday Briefing",Here’s what you need to know.,article,briefing,,[],briefing
2020-01-14,https://www.nytimes.com/2020/01/14/world/europe/pope-francis-celibacy-book.html,"Two Popes, and One Big Furor After Benedict Weighs in on Priestly Celibacy","In a new book, the former pope makes a firm defense of celibacy for priests as Pope Francis is expected to decide whether to allow married priests in remote regions. Let the intrigue begin.",article,News,,"['Priests', 'Books and Literature', 'Celibacy', 'Abstinence (Sexual)', 'Popes']",world
2020-01-14,https://www.nytimes.com/2020/01/14/fashion/weddings/brides-find-perfect-fit-at-new-plus-size-pop-up-store.html,Brides Find Perfect Fit at New Plus-Size Pop-Up Store,Ella & Oak opens its first longer-term pop-up store in Manhattan. The showroom features dresses from several designers and closes March 8.,article,News,,"['Fashion and Apparel', 'Weddings and Engagements']",fashion
2020-01-14,https://www.nytimes.com/2020/01/14/arts/design/bts-antony-gormley.html,BTS Announces Global Arts Project Featuring Antony Gormley,A new series of projects by international artists will be shown in five cities across the world.,article,News,,"['Art', 'Pop and Rock Music']",arts
2020-01-14,https://www.nytimes.com/2020/01/14/books/review/new-this-week.html,New & Noteworthy,"A selection of books published this week; plus, a peek at what our colleagues around the newsroom are reading.",article,News,,['Books and Literature'],books
2020-01-14,https://www.nytimes.com/2020/01/14/us/franklin-college-president-thomas-minar.html,Former Franklin College President Charged With Sex Crimes Involving a Child,"Thomas J. Minar was fired, the college announced, after it found out that he had been arrested in Wisconsin on suspicion of sex crimes involving a child.",article,News,,"['Colleges and Universities', 'Sex Crimes', 'Child Abuse and Neglect', 'Appointments and Executive Changes']",us
2020-01-14,https://www.nytimes.com/2020/01/14/nyregion/earthquake-puerto-rico-cuomo-trump.html,"Visiting Puerto Rico, Cuomo Attacks Trump’s Response to Earthquakes","“Once again, the federal government hasn’t showed up the way they should,” the New York governor said.",article,News,,"['Earthquakes', 'Humanitarian Aid', 'Hurricane Maria (2017)', 'United States Politics and Government', 'Power Failures and Blackouts']",nyregion
2020-01-14,https://www.nytimes.com/2020/01/14/opinion/elizabeth-warren-big-tech-privacy.html,Why Elizabeth Warren Feels ‘Very Uneasy’ Online,“Who’s watching and for what purposes? What kind of information are they scraping off?”,article,Op-Ed,,"['Antitrust Laws and Competition Issues', 'Presidential Election of 2020', 'Privacy', 'Social Media']",opinion
2020-01-14,https://www.nytimes.com/2020/01/14/sports/ncaafootball/lsu-next-season.html,L.S.U. Won a Championship. Its Next Challenge Has Already Started.,"College football’s national champions have found consecutive titles difficult to attain. Now, it’s L.S.U.’s turn to try.",article,News,,"['Football (College)', 'Draft and Recruitment (Sports)', 'Coaches and Managers', 'College Football Playoff National Championship']",sports
2020-01-14,https://www.nytimes.com/2020/01/14/books/review-serious-noticing-james-wood.html,"In ‘Serious Noticing,’ James Wood Closely Reads Chekhov and Others — Including Himself","This new book includes the commanding literary critic’s pieces on Virginia Woolf, Saul Bellow and others, as well as more personal work about his childhood and his family.",article,Review,,"['Books and Literature', 'Writing and Writers']",books
2020-01-14,https://www.nytimes.com/2020/01/14/well/is-incontinence-inevitable.html,Is Incontinence Inevitable?,A reader asks if her urinary leaking is a simple fact of aging. (Hint: It doesn’t have to be.),article,News,,"['Incontinence', 'Bladder', 'Exercise', 'Age, Chronological']",well
2020-01-14,https://www.nytimes.com/2020/01/14/arts/bam-season.html,Riz Ahmed and Kahlil Joseph Among New Faces in BAM’s New Season,Favorites like Reggie Wilson and Steve Reich will also appear at the arts center in Fort Greene.,article,News,,"['Music', 'Art', 'Dancing', 'Theater']",arts
2020-01-14,https://www.nytimes.com/2020/01/14/arts/music/lewis-prize-awards.html,The Lewis Prize Awards $1.75 Million for Music Education,The new philanthropy awarded prizes to nine organizations across the country focused on bringing music to young people.,article,News,,"['Music', 'Awards, Decorations and Honors']",arts
2020-01-14,https://www.nytimes.com/2020/01/14/arts/dance/dance-theater-of-harlem-awarded-its-biggest-gift-yet.html,Dance Theater of Harlem Awarded Its Biggest Gift Yet,The $4 million grant from the Andrew W. Mellon Foundation will be used to bring on more dancers and grow the support staff.,article,News,,"['Dancing', 'Awards, Decorations and Honors']",arts
2020-01-14,https://www.nytimes.com/2020/01/14/movies/ivan-passer-dead.html,"Ivan Passer, Noted Czech Director Who Went to Hollywood, Dies at 86","A contemporary and friend of Milos Forman, he was part of the Czech New Wave before resettling in the United States.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Movies', 'Cold War Era']",movies
2020-01-14,https://www.nytimes.com/2020/01/14/us/politics/democratic-debate-live.html,6 Takeaways From the January 2020 Democratic Debate,"While sparks didn’t really fly, Warren and Sanders had a tense moment. Klobuchar was the only one to throw punches in the debate, and Biden largely escaped attacks from his rivals.",article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses']",politics
2020-01-14,https://www.nytimes.com/2020/01/14/us/delta-fuel.html,Delta Airplane Dumps Jet Fuel on Los Angeles Schools,"At least 60 people were treated for minor injuries, the authorities said. Delta said the plane had an engine issue and dumped fuel to reduce its landing weight.",article,News,,"['AIRLINES AND AIRPLANES', 'Aviation Accidents, Safety and Disasters']",us
2020-01-14,https://www.nytimes.com/2020/01/14/opinion/barr-apple-iphone.html,Whose Side Is Bill Barr On?,The attorney general wants Apple to give him the keys to our iPhones. But he should be protecting our privacy instead.,article,Op-Ed,,"['Naval Air Station Pensacola Shooting (2019)', 'Privacy', 'United States Politics and Government', 'San Bernardino, Calif, Shooting (2015)', 'Computer Security']",opinion
2020-01-14,https://www.nytimes.com/2020/01/14/us/politics/mexico-asylum-investigation.html,House to Investigate Policy That Ships Asylum Seekers to Mexico,"The House Judiciary Committee asked the Department of Homeland Security for documents, data and communications on the “Remain in Mexico” asylum policy.",article,News,,"['Immigration and Emigration', 'United States Politics and Government', 'Asylum, Right of', 'Human Rights and Human Rights Violations']",politics
2020-01-14,https://www.nytimes.com/2020/01/14/us/free-public-transit.html,"Should Public Transit Be Free? More Cities Say, Why Not?",Mayors are considering waiving fares for bus service as a way to fight inequality and lower carbon emissions. Critics wonder who will pay for it.,article,News,,"['Buses', 'Transit Systems', 'Prices (Fares, Fees and Rates)', 'Income Inequality', 'Greenhouse Gas Emissions', 'Urban Areas']",us
2020-01-14,https://www.nytimes.com/2020/01/14/science/betty-pat-gatliff-dead.html,"Betty Pat Gatliff, 89, Whose Forensic Art Solved Crimes, Dies","She used clay to reconstruct the faces of the missing and the murdered, in the hope of helping police departments learn who they were.",article,Obituary (Obit),,"['Deaths (Obituaries)', 'Forensic Science', 'Sculpture', 'Skull (Body Part)', 'Face', 'Murders, Attempted Murders and Homicides', 'Missing Persons']",science
2020-01-14,https://www.nytimes.com/2020/01/14/t-magazine/telfar-clemens-fashion-week.html,Inside Telfar Clemens’s Riotous Palazzo Party,"The New York designer hosted a decadent meal for his friends during Pitti Uomo, then presented his new collection on the dinner table.",article,News,,"['Fashion and Apparel', 'Models (Professional)', 'Parties (Social)', 'Design']",t-magazine
2020-01-14,https://www.nytimes.com/2020/01/14/world/europe/uk-eu-75000-criminal-convictions.html,"U.K. Failed to Alert E.U. on 75,000 Criminal Convictions",Britain was supposed to notify other member states of foreigners convicted of crimes in Britain. It didn’t.,article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Crime and Criminals']",world
2020-01-14,https://www.nytimes.com/2020/01/14/opinion/oscars-nominations-diversity.html,"‘Very Male, Very White’: Let’s Talk About Those Oscar Nominations",“Did anything go right?”,article,Op-Ed,,"['Academy Awards (Oscars)', 'Movies', 'Women and Girls', 'Minorities', 'Black People', 'Blacks']",opinion
2020-01-14,https://www.nytimes.com/2020/01/14/smarter-living/manage-streaming-tv-subscriptions-disney-hulu-netflix.html,How to Navigate a Flood of Streaming TV Subscriptions,"We wanted à la carte television, and now we have it — and it costs more than cable. Here’s how to watch your favorite shows without overpaying for a dozen apps.",article,News,,"['Television', 'Television Sets and Media Devices', 'Prices (Fares, Fees and Rates)', 'Video Recordings, Downloads and Streaming', 'Movies']",smarter-living
2020-01-14,https://www.nytimes.com/slideshow/2020/01/14/style/peter-dinklage-julianna-margulies-richard-gere-three-christs.html,"Peter Dinklage, Julianna Margulies and Richard Gere Celebrate ‘Three Christs’",And a Grammys pre-party for Broadway nominees.,multimedia,Slideshow,,[],style
2020-01-14,https://www.nytimes.com/2020/01/14/style/richard-gere-peter-dinklage-three-christs.html,Richard Gere and Peter Dinklage Bundle Up for ‘Three Christs’,And Gloria Gaynor toasts the Grammy nominations with Broadway stars.,article,News,,"['Parties (Social)', 'Grammy Awards']",style
2020-01-14,https://www.nytimes.com/2020/01/14/us/oscar-nominations-women.html,The Oscars Tried to Diversify. Somehow Diversity Didn’t Follow.,"In leaving out several prominent and viable contenders, the Academy fell back on its historic biases.",article,News,,"['Academy Awards (Oscars)', 'Women and Girls', 'ACTORS AND ACTRESSES', 'Race and Ethnicity', '#MeToo Movement', 'Movies']",us
2020-01-14,https://www.nytimes.com/2020/01/14/world/europe/spain-chemical-plant-explosion.html,Chemical Plant Explosion in Spain Kills One and Prompts Order to Stay Inside,"The shock waves were felt several miles from the factory. At least eight people were injured, two critically.",article,News,,"['Explosions (Accidental)', 'Factories and Manufacturing', 'Chemicals', 'Fires and Firefighters']",world
2020-01-14,https://www.nytimes.com/2020/01/14/briefing/impeachment-2020-debate-andy-warhol.html,"Impeachment, 2020 Debate, Andy Warhol: Your Tuesday Evening Briefing",Here’s what you need to know at the end of the day.,article,briefing,,[],briefing
2020-01-14,https://www.nytimes.com/2020/01/14/technology/apple-iphone-pensacola-shooting.html,Apple Takes a (Cautious) Stand Against Opening a Killer’s iPhones,"The Silicon Valley giant is preparing for a legal fight over encryption, even as it works to reduce tensions with the Justice Department.",article,News,,"['Computer Security', 'Computers and the Internet', 'Software', 'Naval Air Station Pensacola Shooting (2019)', 'Privacy', 'United States Politics and Government', 'iPhone', 'Corporate Social Responsibility']",technology
2020-01-14,https://www.nytimes.com/2020/01/14/nyregion/lev-parnas.html,Lev Parnas Adds New Details on Push to Oust U.S. Ambassador to Ukraine,"Records released just before President Trump’s impeachment trial included texts that suggested the ambassador, Marie Yovanovitch, was being watched in Kyiv.",article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Politics and Government', 'United States Politics and Government', 'Impeachment']",nyregion
2020-01-15,https://www.nytimes.com/2020/01/14/opinion/announcing-pregnancy-early.html,"I’m Six Weeks Pregnant, and I’m Telling the World",Against the mandatory secret first trimester.,article,Op-Ed,,"['Women and Girls', 'Pregnancy and Childbirth']",opinion
2020-01-15,https://www.nytimes.com/2020/01/14/opinion/trump-edward-gallagher.html,Trump’s Code of Dishonor,He lacks a clear moral or strategic framework.,article,Op-Ed,,"['United States International Relations', 'United States Defense and Military Forces', 'Terrorism', 'Targeted Killings', 'War Crimes, Genocide and Crimes Against Humanity', 'United States Politics and Government']",opinion
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/bernie-sanders-jfk-ad.html,An Ad From Bernie Sanders Invokes J.F.K.,"Also in tonight’s newsletter: It’s the final debate before the Iowa caucuses, so expect higher intensity onstage — but will the TV ratings rise, too?",article,News,,"['Presidential Election of 2020', 'Political Advertising']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/business/economy/trump-china-trade-deal.html,China Trade Deal Details Protections for American Firms,"The agreement is expected to include significant concessions to protect U.S. technology and trade secrets, but its success hinges on whether China will follow through on its commitments.",article,News,,"['International Trade and World Market', 'United States International Relations', 'Customs (Tariff)', 'Agriculture and Farming', 'Intellectual Property', 'Inventions and Patents', 'Copyrights and Copyright Violations', 'Computers and the Internet']",business
2020-01-15,https://www.nytimes.com/2020/01/14/sports/baseball/alex-cora-fired.html,Alex Cora Ousted by Red Sox After Sign-Stealing Scandal,"Cora, who spent two seasons as the Boston manager, was Houston’s bench coach in 2017 and has been implicated in an M.L.B. report on the Astros’ cheating.",article,News,,"['Cheating', 'Baseball']",sports
2020-01-15,https://www.nytimes.com/2020/01/14/opinion/trump-impeachment-senate-trial.html,"Take Impeachment Seriously, Senators",Can they handle the truth?,article,Editorial,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']",opinion
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/impeachment-briefing-quirks-of-the-trial.html,Impeachment Briefing: Quirks of the Trial,Here are some of the archaic rules and procedures that make an impeachment trial so unusual.,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry'],politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/republicans-impeachment-witnesses.html,"3 Republicans Are Open to Impeachment Witnesses, but Democrats Need a 4th","Senators Susan Collins, Lisa Murkowski and Mitt Romney seem open to witnesses in President Trump’s impeachment trial. With one more Republican, Democrats could commandeer the proceedings.",article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/trump-sanders-bloomberg-2020.html,Trump and His Aides Focused for Now on 2 Rivals (Neither Is the Front-Runner),"When it comes to the Democratic presidential primary candidates, President Trump is worried about Mike Bloomberg while his campaign sees an opportunity in Bernie Sanders.",article,News,,"['Presidential Election of 2020', 'United States Politics and Government']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/iran-war.html,"Senate Has Votes to Pass Limits on Trump’s Iran War Power, Likely Drawing a Veto",The declaration by Senator Tim Kaine signals a growing dissatisfaction among Republicans with President Trump’s Iran strategy.,article,News,,"['War Powers Act (1973)', 'War and Emergency Powers (US)', 'United States Defense and Military Forces', 'Targeted Killings', 'United States Politics and Government']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/school-shooting-bellaire.html,Teenager Is Killed in Shooting Outside Houston-Area High School,"Two people have been taken into custody in connection with the shooting at Bellaire High School, the authorities said.",article,News,,"['Murders, Attempted Murders and Homicides', 'Education (K-12)']",us
2020-01-15,https://www.nytimes.com/2020/01/14/nyregion/92-year-old-woman-queens-murder.html,"Man Accused of Murdering Woman, 92, Should Have Been Deported, ICE Says",A killing that has shocked a community in Queens has become a flash point in the national debate over immigration.,article,News,,"['Murders, Attempted Murders and Homicides', 'Deportation', 'Immigration Detention']",nyregion
2020-01-15,https://www.nytimes.com/interactive/2020/01/14/us/politics/democratic-debate-live-analysis.html,Analysis of the January Democratic Debate,Join us for tonight’s Democratic presidential debate and follow along with our reporters in real time.,multimedia,Interactive Feature,,"['Debates (Political)', 'Presidential Election of 2020']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/pageoneplus/corrections-jan-15-2020.html,"Corrections: Jan. 15, 2020","Corrections that appeared in print on Wednesday, Jan. 15, 2020.",article,Correction,,[],us
2020-01-15,https://www.nytimes.com/interactive/2020/01/14/us/politics/debate-speaking-time.html,Which Candidates Got the Most Speaking Time in the Democratic Debate,Senators Elizabeth Warren and Bernie Sanders led the stage of six candidates.,multimedia,Interactive Feature,,"['Presidential Election of 2020', 'Elections', 'Debates (Political)']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/arts/television/jeopardy-goat-ken-jennings.html,Ken Jennings Wins ‘Greatest of All Time’ Title on ‘Jeopardy!’,"Jennings survived a tough contest against James Holzhauer to win his third match and with it, the tournament.",article,News,,['Television'],arts
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/trump-rally-wisconsin.html,"At Milwaukee Rally, Trump Defends Strike on Iranian General and Lashes Out at Democrats","In a battleground state just before the start of a Democratic debate, the president sided with Bernie Sanders in his clash with Elizabeth Warren.",article,News,,"['Presidential Election of 2020', 'United States Politics and Government']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/michael-flynn-withdraws-guilty-plea.html,Michael Flynn Moves to Withdraw Guilty Plea in About-Face After Extensive Cooperation,"Once cited by the special counsel team as an exemplary cooperating witness, Mr. Flynn had grown increasingly combative in recent months.",article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'Lobbying and Lobbyists', 'United States Politics and Government']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/trump-iran-strategy.html,"Trump, Like Obama, Seeks Change in Iran. But He Differs in How to Do It.","Rejecting his predecessor’s hopes of moderating Iran’s theocratic government, Mr. Trump sees it choking under “maximum pressure.”",article,News,,['United States International Relations'],politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/fact-check-january-debate.html,Fact-Checking the January Democratic Debate,"Our reporters followed all of the exchanges and fact-checked the candidates, providing context and explanation.",article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/crosswords/daily-puzzle-2020-01-15.html,A Long History in Ichthyology,Mary Lou Guizzo puts us through our paces.,article,News,,['Crossword Puzzles'],crosswords
2020-01-15,https://www.nytimes.com/2020/01/14/todayspaper/quotation-of-the-day-for-chief-justice-a-ceremonial-but-perilous-role.html,"Quotation of the Day: For Chief Justice, a Ceremonial but Perilous Role","Quotation of the Day for Wednesday, January 15, 2020.",article,Quote,,[],todayspaper
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/bernie-sanders-warren.html,Warren and Sanders Seemed to Calm Things. Then the Debate Ended.,"Elizabeth Warren called Bernie Sanders her “friend” at the Iowa debate, even as they disagreed over what Mr. Sanders said in a 2018 meeting. Afterward, they exchanged words (but didn’t shake hands).",article,News,,"['Debates (Political)', 'Primaries and Caucuses', 'Women and Girls', 'Presidential Election of 2020', 'United States Politics and Government']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/democratic-debate-recap.html,"Gender, War and Taking On Trump: Democrats Spar Just Weeks Before Voting","The growing rift between Bernie Sanders and Elizabeth Warren rose to the surface in the Democratic debate, and the candidates also sparred over their stances on war.",article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses', 'Women and Girls']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/woman-president.html,The Word Female Presidential Candidates Have Been Hearing Over and Over,"Elizabeth Warren confronted the idea of electability head-on at the debate, noting the men onstage had lost more than the women.",article,News,,"['Women and Girls', 'Discrimination', 'Debates (Political)', 'Primaries and Caucuses', 'Presidential Election of 2020', 'United States Politics and Government']",politics
2020-01-15,https://www.nytimes.com/video/us/politics/100000006921386/2020-democratic-debate-highlights.html,Watch: Highlights from the Democratic Debate,Six presidential candidates went head-to-head in the final debate before the Iowa caucuses.,multimedia,Video,,"['Presidential Election of 2020', 'Debates (Political)', 'Primaries and Caucuses']",politics
2020-01-15,https://www.nytimes.com/2020/01/14/us/politics/trump-iran-democratic-debate.html,The Democrats All Disagree With Trump on Iran. Then It Gets Mushy.,The candidates were short on specifics at Tuesday’s debate when pressed on how they would accomplish their key foreign policy goals.,article,News,,"['Presidential Election of 2020', 'United States International Relations', 'United States Defense and Military Forces', 'Debates (Political)', 'Primaries and Caucuses', 'Nuclear Weapons']",politics
2020-01-15,https://www.nytimes.com/2020/01/15/us/politics/sanders-warren-democratic-debate.html,Bernie Sanders and Elizabeth Warren Have a Public Fight Over a Private Remark,Can a woman win in 2020? Answering the electability question with election results.,article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Voting and Voters']",politics
2020-01-15,https://www.nytimes.com/2020/01/15/us/politics/pence-soldiers-afghanistan.html,Pence Observes Transfer of Remains of 2 Soldiers Killed in Afghanistan,A stop at Dover Air Force Base capped a day filled with a variety of appearances made by the vice president.,article,News,,"['United States Politics and Government', 'Afghanistan War (2001- )', 'Terrorism', 'United States Defense and Military Forces']",politics
2020-01-15,https://www.nytimes.com/2020/01/15/us/black-church-bomb-threats-virginia.html,Man Accused of Making ‘Swatting’ Threats With White Supremacists,The authorities say that the suspect is part of a nationwide ring of white supremacists trying to foment panic.,article,News,,"['Fringe Groups and Movements', 'Neo Nazi Groups', 'Swatting (Crime)']",us
2020-01-15,https://www.nytimes.com/2020/01/15/briefing/Iran-impeachment-Pope-Benedict.html,"Iran, Impeachment, Pope Benedict: Your Wednesday Briefing",Here’s what you need to know.,article,briefing,,[],briefing
